Regiao - Sigla,Estado - Sigla,Municipio,Revenda,CNPJ da Revenda,Nome da Rua,Numero Rua,Complemento,Bairro,Cep,Produto,Data da Coleta,Valor de Venda,Valor de Compra,Unidade de Medida,Bandeira,Data Formatada,Mes,Ano,Data da Carga ETL
SE,SP,SOROCABA,COMPETRO COMERCIO E DISTRIBUICAO DE DERIVADOS DE PETROLEO LTDA,00.003.188/0001-21,RUA HUMBERTO DE CAMPOS,306,,JARDIM ZULMIRA,18061-000,ETANOL,06/02/2023,3.25,,R$ / litro,BRANCA,2023-06-02,6,2023,2023-11-23
SE,SP,SOROCABA,COMPETRO COMERCIO E DISTRIBUICAO DE DERIVADOS DE PETROLEO LTDA,00.003.188/0001-21,RUA HUMBERTO DE CAMPOS,306,,JARDIM ZULMIRA,18061-000,DIESEL S10,06/02/2023,5.99,,R$ / litro,BRANCA,2023-06-02,6,2023,2023-11-23
SE,SP,SOROCABA,COMPETRO COMERCIO E DISTRIBUICAO DE DERIVADOS DE PETROLEO LTDA,00.003.188/0001-21,RUA HUMBERTO DE CAMPOS,306,,JARDIM ZULMIRA,18061-000,GASOLINA,06/02/2023,4.35,,R$ / litro,BRANCA,2023-06-02,6,2023,2023-11-23
NE,AL,ARAPIRACA,COMERCIAL DE COMBUSTIVEIS E LUBRIFICANTES VITAL LTDA.,02.817.655/0001-82,RODOVIA AL 220 - KM 06,S/N,,PLANALTO,57308-000,ETANOL,06/02/2023,4.29,,R$ / litro,VIBRA ENERGIA,2023-06-02,6,2023,2023-11-23
NE,AL,ARAPIRACA,COMERCIAL DE COMBUSTIVEIS E LUBRIFICANTES VITAL LTDA.,02.817.655/0001-82,RODOVIA AL 220 - KM 06,S/N,,PLANALTO,57308-000,DIESEL,06/02/2023,6.69,,R$ / litro,VIBRA ENERGIA,2023-06-02,6,2023,2023-11-23
NE,AL,ARAPIRACA,COMERCIAL DE COMBUSTIVEIS E LUBRIFICANTES VITAL LTDA.,02.817.655/0001-82,RODOVIA AL 220 - KM 06,S/N,,PLANALTO,57308-000,GASOLINA ADITIVADA,06/02/2023,5.58,,R$ / litro,VIBRA ENERGIA,2023-06-02,6,2023,2023-11-23
NE,AL,ARAPIRACA,COMERCIAL DE COMBUSTIVEIS E LUBRIFICANTES VITAL LTDA.,02.817.655/0001-82,RODOVIA AL 220 - KM 06,S/N,,PLANALTO,57308-000,GASOLINA,06/02/2023,5.58,,R$ / litro,VIBRA ENERGIA,2023-06-02,6,2023,2023-11-23
NE,AL,ARAPIRACA,IBN PINTO E SILVA & CIA LTDA,01.242.690/0001-58,RODOVIA AL-110,678,KM    70,CANAFISTULA,57302-802,ETANOL,06/02/2023,4.19,,R$ / litro,IPIRANGA,2023-06-02,6,2023,2023-11-23
NE,AL,ARAPIRACA,IBN PINTO E SILVA & CIA LTDA,01.242.690/0001-58,RODOVIA AL-110,678,KM    70,CANAFISTULA,57302-802,DIESEL,06/02/2023,6.59,,R$ / litro,IPIRANGA,2023-06-02,6,2023,2023-11-23
NE,AL,ARAPIRACA,IBN PINTO E SILVA & CIA LTDA,01.242.690/0001-58,RODOVIA AL-110,678,KM    70,CANAFISTULA,57302-802,GASOLINA ADITIVADA,06/02/2023,5.59,,R$ / litro,IPIRANGA,2023-06-02,6,2023,2023-11-23
NE,AL,ARAPIRACA,IBN PINTO E SILVA & CIA LTDA,01.242.690/0001-58,RODOVIA AL-110,678,KM    70,CANAFISTULA,57302-802,GASOLINA,06/02/2023,5.39,,R$ / litro,IPIRANGA,2023-06-02,6,2023,2023-11-23
NE,AL,ARAPIRACA,IBN PINTO E SILVA & CIA LTDA,01.242.690/0001-58,RODOVIA AL-110,678,KM    70,CANAFISTULA,57302-802,GNV,06/02/2023,4.49,,R$ / m³,IPIRANGA,2023-06-02,6,2023,2023-11-23
NE,AL,ARAPIRACA,IBN PINTO E SILVA & CIA LTDA,01.242.690/0002-39,"AVENIDA EMIDIO DE LIMA,",23,,JARDIM ESPERANCA,57304-820,ETANOL,06/02/2023,4.49,,R$ / litro,IPIRANGA,2023-06-02,6,2023,2023-11-23
NE,AL,ARAPIRACA,IBN PINTO E SILVA & CIA LTDA,01.242.690/0002-39,"AVENIDA EMIDIO DE LIMA,",23,,JARDIM ESPERANCA,57304-820,DIESEL S10,06/02/2023,6.89,,R$ / litro,IPIRANGA,2023-06-02,6,2023,2023-11-23
NE,AL,ARAPIRACA,IBN PINTO E SILVA & CIA LTDA,01.242.690/0002-39,"AVENIDA EMIDIO DE LIMA,",23,,JARDIM ESPERANCA,57304-820,GASOLINA ADITIVADA,06/02/2023,5.59,,R$ / litro,IPIRANGA,2023-06-02,6,2023,2023-11-23
NE,AL,ARAPIRACA,IBN PINTO E SILVA & CIA LTDA,01.242.690/0002-39,"AVENIDA EMIDIO DE LIMA,",23,,JARDIM ESPERANCA,57304-820,GASOLINA,06/02/2023,5.39,,R$ / litro,IPIRANGA,2023-06-02,6,2023,2023-11-23
NE,AL,DELMIRO GOUVEIA,GILVAN MARTINS DE SOUZA,04.890.249/0002-51,RODOVIA MANOEL RIBEIRO,475,,BOM SOSSEGO,57480-000,DIESEL S10,06/02/2023,7.5,,R$ / litro,DISLUB,2023-06-02,6,2023,2023-11-23
NE,AL,DELMIRO GOUVEIA,GILVAN MARTINS DE SOUZA,04.890.249/0002-51,RODOVIA MANOEL RIBEIRO,475,,BOM SOSSEGO,57480-000,GASOLINA ADITIVADA,06/02/2023,6.04,,R$ / litro,DISLUB,2023-06-02,6,2023,2023-11-23
NE,AL,DELMIRO GOUVEIA,GILVAN MARTINS DE SOUZA,04.890.249/0002-51,RODOVIA MANOEL RIBEIRO,475,,BOM SOSSEGO,57480-000,GASOLINA,06/02/2023,5.94,,R$ / litro,DISLUB,2023-06-02,6,2023,2023-11-23
NE,BA,VALENCA,AZULAO COMERCIO DE COMBUSTIVEIS EIRELI,03.258.218/0001-39,RODOVIA BA 001,S/N,KM 0(ZERO),TRECHO VAL/TAPEROA,45400-000,ETANOL,06/02/2023,4.34,,R$ / litro,BRANCA,2023-06-02,6,2023,2023-11-23
NE,BA,VALENCA,AZULAO COMERCIO DE COMBUSTIVEIS EIRELI,03.258.218/0001-39,RODOVIA BA 001,S/N,KM 0(ZERO),TRECHO VAL/TAPEROA,45400-000,DIESEL S10,06/02/2023,6.48,,R$ / litro,BRANCA,2023-06-02,6,2023,2023-11-23
NE,BA,VALENCA,AZULAO COMERCIO DE COMBUSTIVEIS EIRELI,03.258.218/0001-39,RODOVIA BA 001,S/N,KM 0(ZERO),TRECHO VAL/TAPEROA,45400-000,GASOLINA ADITIVADA,06/02/2023,5.36,,R$ / litro,BRANCA,2023-06-02,6,2023,2023-11-23
NE,BA,VALENCA,AZULAO COMERCIO DE COMBUSTIVEIS EIRELI,03.258.218/0001-39,RODOVIA BA 001,S/N,KM 0(ZERO),TRECHO VAL/TAPEROA,45400-000,GASOLINA,06/02/2023,5.36,,R$ / litro,BRANCA,2023-06-02,6,2023,2023-11-23
NE,BA,VALENCA,ORGANIZACAO GUAIBIM LTDA,01.878.111/0001-68,AVENIDA ANTONIO CARLOS MAGALHAES,500,,SÃO FELIX,45400-000,ETANOL,06/02/2023,4.35,,R$ / litro,BRANCA,2023-06-02,6,2023,2023-11-23
NE,BA,VALENCA,ORGANIZACAO GUAIBIM LTDA,01.878.111/0001-68,AVENIDA ANTONIO CARLOS MAGALHAES,500,,SÃO FELIX,45400-000,DIESEL S10,06/02/2023,6.69,,R$ / litro,BRANCA,2023-06-02,6,2023,2023-11-23
NE,BA,VALENCA,ORGANIZACAO GUAIBIM LTDA,01.878.111/0001-68,AVENIDA ANTONIO CARLOS MAGALHAES,500,,SÃO FELIX,45400-000,DIESEL,06/02/2023,6.49,,R$ / litro,BRANCA,2023-06-02,6,2023,2023-11-23
NE,BA,VALENCA,ORGANIZACAO GUAIBIM LTDA,01.878.111/0001-68,AVENIDA ANTONIO CARLOS MAGALHAES,500,,SÃO FELIX,45400-000,GASOLINA ADITIVADA,06/02/2023,5.39,,R$ / litro,BRANCA,2023-06-02,6,2023,2023-11-23
NE,BA,VALENCA,ORGANIZACAO GUAIBIM LTDA,01.878.111/0001-68,AVENIDA ANTONIO CARLOS MAGALHAES,500,,SÃO FELIX,45400-000,GASOLINA,06/02/2023,5.39,,R$ / litro,BRANCA,2023-06-02,6,2023,2023-11-23
NE,CE,JUAZEIRO DO NORTE,J.C COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA,08.746.283/0001-27,AVENIDA CARLOS CRUZ,1402,,FRANCISCANOS,63010-420,DIESEL S10,06/02/2023,7.09,,R$ / litro,BRANCA,2023-06-02,6,2023,2023-11-23
