Regiao - Sigla,Estado - Sigla,Municipio,Revenda,CNPJ da Revenda,Nome da Rua,Numero Rua,Complemento,Bairro,Cep,Produto,Data da Coleta,Valor de Venda,Valor de Compra,Unidade de Medida,Bandeira,Data Formatada,Mes,Ano,Data da Carga ETL
CO,GO,ITUMBIARA,R.B. COMBUSTIVEIS LTDA,03.087.362/0001-50,AVENIDA OSVALDO CRUZ,470,,SETOR AFONSO PENA,75513-480,ETANOL,06/01/2023,3.69,,R$ / litro,BRANCA,2023-06-01,6,2023,2023-11-23
CO,GO,ITUMBIARA,R.B. COMBUSTIVEIS LTDA,03.087.362/0001-50,AVENIDA OSVALDO CRUZ,470,,SETOR AFONSO PENA,75513-480,DIESEL,06/01/2023,6.19,,R$ / litro,BRANCA,2023-06-01,6,2023,2023-11-23
CO,GO,ITUMBIARA,R.B. COMBUSTIVEIS LTDA,03.087.362/0001-50,AVENIDA OSVALDO CRUZ,470,,SETOR AFONSO PENA,75513-480,GASOLINA ADITIVADA,06/01/2023,4.79,,R$ / litro,BRANCA,2023-06-01,6,2023,2023-11-23
CO,GO,ITUMBIARA,R.B. COMBUSTIVEIS LTDA,03.087.362/0001-50,AVENIDA OSVALDO CRUZ,470,,SETOR AFONSO PENA,75513-480,GASOLINA,06/01/2023,4.79,,R$ / litro,BRANCA,2023-06-01,6,2023,2023-11-23
CO,GO,ITUMBIARA,VILELA E VILELA COMBUSTIVEIS LTDA,02.442.372/0001-01,AVENIDA SANTOS DUMONT,220,,SANTOS DUMONT,75532-040,ETANOL,06/01/2023,3.69,,R$ / litro,BRANCA,2023-06-01,6,2023,2023-11-23
CO,GO,ITUMBIARA,VILELA E VILELA COMBUSTIVEIS LTDA,02.442.372/0001-01,AVENIDA SANTOS DUMONT,220,,SANTOS DUMONT,75532-040,DIESEL S10,06/01/2023,6.04,,R$ / litro,BRANCA,2023-06-01,6,2023,2023-11-23
CO,GO,ITUMBIARA,VILELA E VILELA COMBUSTIVEIS LTDA,02.442.372/0001-01,AVENIDA SANTOS DUMONT,220,,SANTOS DUMONT,75532-040,DIESEL,06/01/2023,5.99,,R$ / litro,BRANCA,2023-06-01,6,2023,2023-11-23
CO,GO,ITUMBIARA,VILELA E VILELA COMBUSTIVEIS LTDA,02.442.372/0001-01,AVENIDA SANTOS DUMONT,220,,SANTOS DUMONT,75532-040,GASOLINA,06/01/2023,4.79,,R$ / litro,BRANCA,2023-06-01,6,2023,2023-11-23
CO,GO,ITUMBIARA,POSTO VERA CRUZ LTDA,01.161.272/0001-36,AVENIDA SANTOS DUMONT,1374,,SANTOS DUMONT,75530-275,ETANOL,06/01/2023,3.69,,R$ / litro,VIBRA ENERGIA,2023-06-01,6,2023,2023-11-23
CO,GO,ITUMBIARA,POSTO VERA CRUZ LTDA,01.161.272/0001-36,AVENIDA SANTOS DUMONT,1374,,SANTOS DUMONT,75530-275,GASOLINA ADITIVADA,06/01/2023,4.79,,R$ / litro,VIBRA ENERGIA,2023-06-01,6,2023,2023-11-23
CO,GO,ITUMBIARA,POSTO VERA CRUZ LTDA,01.161.272/0001-36,AVENIDA SANTOS DUMONT,1374,,SANTOS DUMONT,75530-275,GASOLINA,06/01/2023,4.79,,R$ / litro,VIBRA ENERGIA,2023-06-01,6,2023,2023-11-23
NE,CE,FORTALEZA,BG COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,73.346.801/0001-87,RUA BENJAMIM BRASIL,1585,,MONDUBIM,60712-000,ETANOL,06/01/2023,4.59,,R$ / litro,VIBRA ENERGIA,2023-06-01,6,2023,2023-11-23
NE,CE,FORTALEZA,BG COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,73.346.801/0001-87,RUA BENJAMIM BRASIL,1585,,MONDUBIM,60712-000,GASOLINA ADITIVADA,06/01/2023,5.69,,R$ / litro,VIBRA ENERGIA,2023-06-01,6,2023,2023-11-23
NE,CE,FORTALEZA,BG COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,73.346.801/0001-87,RUA BENJAMIM BRASIL,1585,,MONDUBIM,60712-000,GASOLINA,06/01/2023,5.59,,R$ / litro,VIBRA ENERGIA,2023-06-01,6,2023,2023-11-23
S,PR,CAMPO LARGO,V & P COMÉRCIO DE COMBUSTÍVEIS E LUBRIFICANTES LTDA.,08.471.522/0001-83,RODOVIA BR 277,5055,SENTIDO PONTA GROSSA - CURITIBA,BOM JESUS,83605-420,ETANOL,06/01/2023,4.37,,R$ / litro,BRANCA,2023-06-01,6,2023,2023-11-23
S,PR,CAMPO LARGO,V & P COMÉRCIO DE COMBUSTÍVEIS E LUBRIFICANTES LTDA.,08.471.522/0001-83,RODOVIA BR 277,5055,SENTIDO PONTA GROSSA - CURITIBA,BOM JESUS,83605-420,DIESEL S10,06/01/2023,6.19,,R$ / litro,BRANCA,2023-06-01,6,2023,2023-11-23
