Regiao - Sigla,Estado - Sigla,Municipio,Revenda,CNPJ da Revenda,Nome da Rua,Numero Rua,Complemento,Bairro,Cep,Produto,Data da Coleta,Valor de Venda,Valor de Compra,Unidade de Medida,Bandeira,Data Formatada,Mes,Ano,Data da Carga ETL
NE,BA,CAMACARI,PORTAL DE ITAPUA COMERCIO E SERVICOS LTDA,03.067.694/0004-15,RUA JARDIM LIMOEIRO,S/N,TERREO,LIMOEIRO,42802-580,ETANOL,03/05/2023,4.39,,R$ / litro,IPIRANGA,2023-03-05,3,2023,2023-11-23
NE,BA,CAMACARI,PORTAL DE ITAPUA COMERCIO E SERVICOS LTDA,03.067.694/0004-15,RUA JARDIM LIMOEIRO,S/N,TERREO,LIMOEIRO,42802-580,GASOLINA,03/05/2023,5.57,,R$ / litro,IPIRANGA,2023-03-05,3,2023,2023-11-23
N,AM,TEFE,C. Q. DE VASCONCELOS,02.221.812/0002-73,RUA TREZE DE MAIO,263,,SANTO ANTONIO,69470-000,GASOLINA,03/05/2023,7.3,,R$ / litro,BRANCA,2023-03-05,3,2023,2023-11-23
NE,MA,CAXIAS,POSTO SANTA RITA COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,12.286.629/0001-29,RODOVIA BR-316,SN,"KM: 550,3;",VOLTA REDONDA,65606-525,DIESEL S10,03/05/2023,5.29,,R$ / litro,SABBÁ,2023-03-05,3,2023,2023-11-23
NE,MA,CAXIAS,POSTO SANTA RITA COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,12.286.629/0001-29,RODOVIA BR-316,SN,"KM: 550,3;",VOLTA REDONDA,65606-525,DIESEL,03/05/2023,5.27,,R$ / litro,SABBÁ,2023-03-05,3,2023,2023-11-23
NE,MA,CAXIAS,POSTO SANTA RITA COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,12.286.629/0001-29,RODOVIA BR-316,SN,"KM: 550,3;",VOLTA REDONDA,65606-525,GASOLINA,03/05/2023,5.25,,R$ / litro,SABBÁ,2023-03-05,3,2023,2023-11-23
NE,CE,FORTALEZA,POSTO BOM JESUS COMERCIO SERVICOS E DERIVADOS DE PETROLEO LTDA,11.294.662/0001-38,RUA OSCAR ARARIPE,3735,,GRANJA LISBOA,60540-442,ETANOL,03/05/2023,4.89,,R$ / litro,SP,2023-03-05,3,2023,2023-11-23
NE,CE,FORTALEZA,POSTO BOM JESUS COMERCIO SERVICOS E DERIVADOS DE PETROLEO LTDA,11.294.662/0001-38,RUA OSCAR ARARIPE,3735,,GRANJA LISBOA,60540-442,DIESEL S10,03/05/2023,5.79,,R$ / litro,SP,2023-03-05,3,2023,2023-11-23
NE,CE,FORTALEZA,POSTO BOM JESUS COMERCIO SERVICOS E DERIVADOS DE PETROLEO LTDA,11.294.662/0001-38,RUA OSCAR ARARIPE,3735,,GRANJA LISBOA,60540-442,GASOLINA ADITIVADA,03/05/2023,5.97,,R$ / litro,SP,2023-03-05,3,2023,2023-11-23
NE,CE,FORTALEZA,POSTO BOM JESUS COMERCIO SERVICOS E DERIVADOS DE PETROLEO LTDA,11.294.662/0001-38,RUA OSCAR ARARIPE,3735,,GRANJA LISBOA,60540-442,GASOLINA,03/05/2023,5.97,,R$ / litro,SP,2023-03-05,3,2023,2023-11-23
SE,SP,VOTUPORANGA,AUTO POSTO CIDADE JARDIM DE VOTUPORANGA LTDA,10.992.306/0001-25,AVENIDA FRANCISCO VILAR HORTA,4351,,PATRIMONIO NOVO,15500-001,ETANOL,03/05/2023,3.89,,R$ / litro,IPIRANGA,2023-03-05,3,2023,2023-11-23
SE,SP,VOTUPORANGA,AUTO POSTO CIDADE JARDIM DE VOTUPORANGA LTDA,10.992.306/0001-25,AVENIDA FRANCISCO VILAR HORTA,4351,,PATRIMONIO NOVO,15500-001,DIESEL S10,03/05/2023,5.69,,R$ / litro,IPIRANGA,2023-03-05,3,2023,2023-11-23
