Regiao - Sigla,Data da Coleta,Produto,Bandeira,Valor de Venda
SE,31/01/2023,DIESEL,VIBRA ENERGIA,6.31
SE,02/02/2023,GASOLINA,RAIZEN,5.04
SE,08/02/2023,GNV,ALESAT,4.89
SE,20/02/2023,DIESEL,ATLÂNTICA,5.58
SE,01/02/2023,ETANOL,VIBRA ENERGIA,4.05
SE,06/02/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.3
SE,06/02/2023,GASOLINA,ATLÂNTICA,5.02
SE,14/02/2023,ETANOL,VIBRA ENERGIA,3.95
SE,14/02/2023,GASOLINA ADITIVADA,PETROBRASIL,5.06
SE,31/01/2023,ETANOL,ALESAT,3.92
SE,16/02/2023,GASOLINA ADITIVADA,IPIRANGA,5.29
SE,15/02/2023,ETANOL,TOTALENERGIES,4.3
SE,31/01/2023,DIESEL S10,BRANCA,6.18
SE,01/02/2023,DIESEL S10,IPIRANGA,6.41
SE,10/02/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.33
SE,02/02/2023,DIESEL S10,ALESAT,6.46
SE,07/02/2023,GASOLINA,VIBRA ENERGIA,5.15
SE,06/02/2023,DIESEL,RIO BRANCO,6.18
SE,14/02/2023,DIESEL S10,ATLÂNTICA,5.99
SE,22/02/2023,GASOLINA,IPIRANGA,5.07
SE,22/02/2023,DIESEL S10,VIBRA ENERGIA,6.18
SE,24/02/2023,GASOLINA ADITIVADA,IPIRANGA,5.22
SE,21/02/2023,GASOLINA ADITIVADA,TOTALENERGIES,5.09
SE,09/02/2023,GNV,VIBRA ENERGIA,4.79
SE,20/02/2023,DIESEL S10,RAIZEN,6.04
SE,31/01/2023,DIESEL,RAIZEN,6.23
SE,07/02/2023,ETANOL,IPIRANGA,3.88
SE,16/02/2023,GASOLINA ADITIVADA,RAIZEN,5.33
SE,22/02/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.37
SE,20/02/2023,GASOLINA,BRANCA,4.88
SE,20/02/2023,GNV,VIBRA ENERGIA,4.82
SE,10/02/2023,GASOLINA,BRANCA,5.66
SE,22/02/2023,ETANOL,VIBRA ENERGIA,3.95
SE,03/02/2023,DIESEL S10,ATLÂNTICA,5.99
SE,13/02/2023,ETANOL,VIBRA ENERGIA,3.99
SE,13/02/2023,GASOLINA,ALESAT,5.06
SE,13/02/2023,GASOLINA ADITIVADA,ALESAT,5.24
SE,20/02/2023,ETANOL,TOTALENERGIES,3.39
SE,09/02/2023,DIESEL,VIBRA ENERGIA,6.17
SE,16/02/2023,DIESEL,BRANCA,5.84
SE,22/02/2023,DIESEL S10,BRANCA,5.87
SE,30/01/2023,ETANOL,TOTALENERGIES,3.69
SE,23/02/2023,DIESEL S10,IPIRANGA,6.07
SE,13/02/2023,DIESEL,ALESAT,5.99
SE,21/02/2023,DIESEL S10,VIBRA ENERGIA,6.12
SE,16/02/2023,DIESEL,RAIZEN,5.89
SE,14/02/2023,GASOLINA,RIO BRANCO,5.1
SE,23/02/2023,DIESEL,IPIRANGA,5.94
SE,01/02/2023,GASOLINA,RAIZEN,5.06
SE,07/02/2023,DIESEL,VIBRA ENERGIA,6.23
SE,30/01/2023,ETANOL,IPIRANGA,3.89
SE,13/02/2023,DIESEL,BRANCA,5.83
SE,15/02/2023,DIESEL,ALESAT,6.1
SE,21/02/2023,GASOLINA,IPIRANGA,5.05
SE,21/02/2023,ETANOL,ALESAT,3.95
SE,20/02/2023,GASOLINA,ALESAT,4.95
SE,09/02/2023,DIESEL,ALESAT,6.11
SE,14/02/2023,ETANOL,RAIZEN,3.87
SE,21/02/2023,GASOLINA,ALESAT,5.06
SE,20/02/2023,GASOLINA,IPIRANGA,5.05
SE,22/02/2023,GNV,TOTALENERGIES,4.26
SE,30/01/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.37
SE,07/02/2023,GNV,ALESAT,4.93
SE,20/02/2023,DIESEL S10,VIBRA ENERGIA,6.13
SE,15/02/2023,GASOLINA,ALESAT,5.04
SE,15/02/2023,DIESEL S10,RIO BRANCO,6.29
SE,23/02/2023,GNV,IPIRANGA,4.76
SE,30/01/2023,ETANOL,RAIZEN,3.88
SE,01/02/2023,GNV,TOTALENERGIES,4.26
SE,31/01/2023,GASOLINA ADITIVADA,RIO BRANCO,5.22
SE,14/02/2023,ETANOL,BRANCA,3.77
SE,15/02/2023,GASOLINA ADITIVADA,RAIZEN,5.32
SE,20/02/2023,GASOLINA ADITIVADA,BRANCA,5.04
SE,31/01/2023,ETANOL,VIBRA ENERGIA,3.93
SE,08/02/2023,DIESEL S10,VIBRA ENERGIA,6.41
SE,17/02/2023,DIESEL S10,VIBRA ENERGIA,6.42
SE,01/02/2023,GASOLINA ADITIVADA,RAIZEN,5.38
SE,20/02/2023,ETANOL,ALESAT,3.79
SE,06/02/2023,GASOLINA,IPIRANGA,5.07
SE,01/02/2023,ETANOL,RAIZEN,3.91
SE,31/01/2023,DIESEL S10,PETROBRASIL,5.99
SE,09/02/2023,GNV,ALESAT,4.69
SE,14/02/2023,DIESEL S10,TAURUS,6.07
SE,20/02/2023,GASOLINA,TAURUS,5.07
SE,13/02/2023,DIESEL,IPIRANGA,6.09
SE,21/02/2023,DIESEL S10,IPIRANGA,6.19
SE,22/02/2023,GASOLINA ADITIVADA,RAIZEN,5.3
SE,20/02/2023,ETANOL,TAURUS,3.87
SE,30/01/2023,GASOLINA,BRANCA,4.89
SE,31/01/2023,DIESEL S10,RIO BRANCO,6.26
SE,07/02/2023,GASOLINA ADITIVADA,IPIRANGA,5.38
SE,14/02/2023,GNV,RAIZEN,4.81
SE,21/02/2023,DIESEL,IPIRANGA,5.85
SE,02/02/2023,GASOLINA ADITIVADA,RAIZEN,5.34
SE,01/02/2023,DIESEL,IPIRANGA,6.28
SE,01/02/2023,GNV,IPIRANGA,4.93
SE,15/02/2023,DIESEL S10,VIBRA ENERGIA,6.09
SE,02/02/2023,DIESEL,VIBRA ENERGIA,6.27
SE,31/01/2023,ETANOL,PETROBRASIL,3.39
SE,06/02/2023,DIESEL S10,D`MAIS,6.19
SE,24/02/2023,DIESEL S10,RAIZEN,5.94
SE,20/02/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.29
SE,21/02/2023,GASOLINA ADITIVADA,BRANCA,5.03
SE,02/02/2023,ETANOL,RAIZEN,3.78
SE,30/01/2023,GASOLINA,VIBRA ENERGIA,5.14
SE,30/01/2023,DIESEL S10,D`MAIS,6.19
SE,08/02/2023,GASOLINA ADITIVADA,IPIRANGA,5.27
SE,07/02/2023,ETANOL,BRANCA,3.7
SE,06/02/2023,GASOLINA ADITIVADA,RAIZEN,5.36
SE,24/02/2023,GNV,RAIZEN,5.04
SE,31/01/2023,GNV,VIBRA ENERGIA,4.96
SE,01/02/2023,DIESEL S10,RAIZEN,6.33
SE,01/02/2023,ETANOL,TAURUS,3.87
SE,30/01/2023,GASOLINA ADITIVADA,TOTALENERGIES,4.89
SE,02/02/2023,GNV,BRANCA,5.7
SE,06/02/2023,GASOLINA,ALESAT,5.06
SE,09/02/2023,GNV,IPIRANGA,4.79
SE,07/02/2023,DIESEL S10,PETROBRASIL,6.29
SE,13/02/2023,GASOLINA,BRANCA,4.89
SE,02/02/2023,GASOLINA,IPIRANGA,5.11
SE,09/02/2023,GASOLINA,ALESAT,5.05
SE,13/02/2023,ETANOL,BRANCA,3.8
SE,13/02/2023,DIESEL,ATLÂNTICA,5.84
SE,20/02/2023,DIESEL,D`MAIS,5.79
SE,01/02/2023,DIESEL,ALESAT,6.33
SE,01/02/2023,GASOLINA ADITIVADA,ALESAT,5.36
SE,08/02/2023,DIESEL S10,ALESAT,6.45
SE,17/02/2023,GNV,VIBRA ENERGIA,5.46
SE,23/02/2023,GASOLINA,ALESAT,5.16
SE,23/02/2023,DIESEL S10,ALESAT,6.16
SE,02/02/2023,ETANOL,IPIRANGA,3.82
SE,01/02/2023,DIESEL,RAIZEN,6.2
SE,22/02/2023,DIESEL,VIBRA ENERGIA,5.98
SE,31/01/2023,GASOLINA ADITIVADA,RAIZEN,5.36
SE,09/02/2023,GASOLINA ADITIVADA,RAIZEN,5.33
SE,08/02/2023,DIESEL S10,ATLÂNTICA,5.99
SE,15/02/2023,GASOLINA,BRANCA,4.88
SE,22/02/2023,ETANOL,ALESAT,3.91
SE,20/02/2023,DIESEL,ALESAT,5.93
SE,20/02/2023,GASOLINA ADITIVADA,ALESAT,5.13
SE,08/02/2023,DIESEL,IPIRANGA,6.35
SE,13/02/2023,DIESEL S10,ATLÂNTICA,6.23
SE,17/02/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.57
SE,21/02/2023,DIESEL S10,TOTALENERGIES,5.99
SE,08/02/2023,ETANOL,VIBRA ENERGIA,4.0
SE,23/02/2023,DIESEL,RAIZEN,5.89
SE,30/01/2023,DIESEL S10,TOTALENERGIES,6.19
SE,14/02/2023,DIESEL S10,RIO BRANCO,6.09
SE,14/02/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.28
SE,23/02/2023,GASOLINA,VIBRA ENERGIA,5.19
SE,31/01/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.27
SE,01/02/2023,GNV,VIBRA ENERGIA,4.82
SE,31/01/2023,GASOLINA,IPIRANGA,5.13
SE,06/02/2023,ETANOL,IPIRANGA,3.87
SE,15/02/2023,ETANOL,IPIRANGA,3.88
SE,14/02/2023,GASOLINA ADITIVADA,RAIZEN,5.37
SE,21/02/2023,ETANOL,VIBRA ENERGIA,3.99
SE,22/02/2023,GASOLINA,RAIZEN,5.02
SE,24/02/2023,GNV,IPIRANGA,4.99
SE,01/02/2023,DIESEL,TAURUS,6.27
SE,07/02/2023,GASOLINA,IPIRANGA,5.08
SE,09/02/2023,GASOLINA,IPIRANGA,5.14
SE,20/02/2023,ETANOL,RAIZEN,3.86
SE,30/01/2023,GASOLINA ADITIVADA,RAIZEN,5.41
SE,06/02/2023,ETANOL,VIBRA ENERGIA,3.99
SE,03/02/2023,GASOLINA,BRANCA,5.38
SE,06/02/2023,GASOLINA,VIBRA ENERGIA,5.09
SE,13/02/2023,DIESEL S10,IPIRANGA,6.26
SE,24/02/2023,GASOLINA ADITIVADA,RAIZEN,5.37
SE,14/02/2023,GASOLINA,PETROBRASIL,4.78
SE,14/02/2023,GASOLINA ADITIVADA,TOTALENERGIES,5.19
SE,22/02/2023,ETANOL,TOTALENERGIES,4.07
SE,08/02/2023,DIESEL S10,RIO BRANCO,6.79
SE,08/02/2023,DIESEL,RAIZEN,6.3
SE,20/02/2023,ETANOL,VIBRA ENERGIA,3.97
SE,01/02/2023,DIESEL S10,BRANCA,6.2
SE,10/02/2023,GASOLINA,IPIRANGA,4.77
SE,08/02/2023,GASOLINA,TOTALENERGIES,5.18
SE,21/02/2023,GNV,ALESAT,4.84
SE,31/01/2023,GASOLINA ADITIVADA,IPIRANGA,5.37
SE,30/01/2023,GASOLINA ADITIVADA,ATLÂNTICA,5.12
SE,02/02/2023,GNV,IPIRANGA,4.99
SE,06/02/2023,GASOLINA,BRANCA,4.88
SE,06/02/2023,GASOLINA ADITIVADA,ALESAT,5.21
SE,15/02/2023,GASOLINA,IPIRANGA,5.08
SE,14/02/2023,DIESEL S10,VIBRA ENERGIA,6.17
SE,24/02/2023,ETANOL,VIBRA ENERGIA,3.92
SE,31/01/2023,GNV,ALESAT,5.23
SE,06/02/2023,DIESEL,D`MAIS,6.09
SE,08/02/2023,GASOLINA ADITIVADA,RIO BRANCO,5.29
SE,31/01/2023,DIESEL S10,VIBRA ENERGIA,6.46
SE,30/01/2023,DIESEL,VIBRA ENERGIA,6.32
SE,31/01/2023,GASOLINA,PETROBRASIL,4.59
SE,09/02/2023,GASOLINA ADITIVADA,BRANCA,5.01
SE,14/02/2023,ETANOL,ALESAT,3.89
SE,13/02/2023,GNV,IPIRANGA,4.99
SE,13/02/2023,ETANOL,TOTALENERGIES,3.39
SE,23/02/2023,DIESEL S10,VIBRA ENERGIA,6.14
SE,07/03/2023,DIESEL,VIBRA ENERGIA,6.03
SE,09/03/2023,ETANOL,TOTALENERGIES,4.09
SE,21/03/2023,DIESEL S10,RAIZEN,5.93
SE,23/02/2023,GASOLINA,RIO BRANCO,5.29
SE,06/03/2023,DIESEL,ALESAT,5.87
SE,22/03/2023,DIESEL S10,BRANCA,5.82
SE,20/03/2023,GASOLINA,ALESAT,5.41
SE,17/03/2023,DIESEL,BRANCA,5.79
SE,21/03/2023,DIESEL,VIBRA ENERGIA,5.92
SE,01/03/2023,GASOLINA,ALESAT,5.28
SE,28/02/2023,DIESEL,IPIRANGA,5.87
SE,07/03/2023,DIESEL,BRANCA,5.78
SE,06/03/2023,ETANOL,BRANCA,3.91
SE,16/03/2023,DIESEL S10,BRANCA,5.88
SE,21/03/2023,ETANOL,VIBRA ENERGIA,4.14
SE,21/03/2023,GASOLINA,RAIZEN,5.43
SE,21/02/2023,GASOLINA ADITIVADA,ATLÂNTICA,5.67
SE,03/03/2023,DIESEL,ALESAT,6.42
SE,09/03/2023,GASOLINA ADITIVADA,ALESAT,5.77
SE,13/03/2023,ETANOL,BRANCA,3.93
SE,21/03/2023,DIESEL S10,VIBRA ENERGIA,6.06
SE,21/03/2023,GNV,RAIZEN,4.56
SE,02/03/2023,GASOLINA,ALESAT,5.65
SE,20/03/2023,GASOLINA ADITIVADA,RAIZEN,5.75
SE,20/03/2023,ETANOL,VIBRA ENERGIA,3.98
SE,27/02/2023,GASOLINA,RAIZEN,5.06
SE,15/03/2023,GASOLINA,IPIRANGA,5.53
SE,20/03/2023,GASOLINA,IPIRANGA,5.42
SE,14/03/2023,GASOLINA,PETROBRASIL,4.97
SE,02/03/2023,GNV,ALESAT,4.69
SE,01/03/2023,GASOLINA ADITIVADA,TOTALENERGIES,5.14
SE,09/03/2023,DIESEL S10,IPIRANGA,6.04
SE,08/03/2023,DIESEL S10,VIBRA ENERGIA,6.23
SE,06/03/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.72
SE,07/03/2023,DIESEL S10,RIO BRANCO,6.29
SE,15/03/2023,GASOLINA,RIO BRANCO,5.47
SE,21/03/2023,ETANOL,BRANCA,3.89
SE,07/03/2023,GNV,VIBRA ENERGIA,4.75
SE,15/03/2023,GASOLINA,VIBRA ENERGIA,5.46
SE,14/03/2023,ETANOL,VIBRA ENERGIA,4.14
SE,14/03/2023,GNV,ALESAT,4.64
SE,01/03/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.58
SE,01/03/2023,GASOLINA,RAIZEN,5.31
SE,03/03/2023,GASOLINA,BRANCA,5.5
SE,06/03/2023,ETANOL,ATLÂNTICA,4.64
SE,15/03/2023,DIESEL S10,BRANCA,5.81
SE,16/03/2023,DIESEL S10,TOTALENERGIES,5.78
SE,08/03/2023,DIESEL,ALESAT,5.92
SE,07/03/2023,ETANOL,ATLÂNTICA,4.89
SE,01/03/2023,DIESEL S10,IPIRANGA,6.13
SE,28/02/2023,DIESEL S10,BRANCA,5.88
SE,28/02/2023,GASOLINA,RIO BRANCO,5.2
SE,20/03/2023,GNV,BRANCA,4.87
SE,23/02/2023,GASOLINA ADITIVADA,RIO BRANCO,5.29
SE,09/03/2023,GNV,BRANCA,4.59
SE,09/03/2023,ETANOL,BRANCA,3.87
SE,20/03/2023,DIESEL S10,IPIRANGA,6.06
SE,28/02/2023,DIESEL,RAIZEN,5.92
SE,27/02/2023,DIESEL S10,PETROBRASIL,5.69
SE,07/03/2023,ETANOL,RAIZEN,4.06
SE,09/03/2023,DIESEL,ALESAT,5.94
SE,15/03/2023,DIESEL,IPIRANGA,5.93
SE,02/03/2023,GASOLINA,RAIZEN,5.54
SE,08/03/2023,DIESEL S10,IPIRANGA,6.13
SE,06/03/2023,GASOLINA,ALESAT,5.43
SE,08/03/2023,GASOLINA ADITIVADA,PETROBRASIL,5.46
SE,23/02/2023,GNV,VIBRA ENERGIA,5.42
SE,03/03/2023,DIESEL,VIBRA ENERGIA,5.89
SE,07/03/2023,DIESEL,RAIZEN,5.93
SE,07/03/2023,ETANOL,ALESAT,3.97
SE,08/03/2023,DIESEL S10,BRANCA,5.85
SE,15/03/2023,DIESEL S10,TAURUS,5.99
SE,07/03/2023,DIESEL S10,RAIZEN,6.0
SE,16/03/2023,DIESEL,BRANCA,5.76
SE,15/03/2023,GASOLINA,TAURUS,5.37
SE,15/03/2023,GASOLINA ADITIVADA,TOTALENERGIES,5.69
SE,08/03/2023,ETANOL,PETROBRASIL,3.99
SE,27/02/2023,GNV,VIBRA ENERGIA,4.78
SE,07/03/2023,DIESEL,ALESAT,5.95
SE,07/03/2023,ETANOL,TOTALENERGIES,3.99
SE,14/03/2023,DIESEL S10,ALESAT,6.03
SE,02/03/2023,DIESEL S10,ALESAT,6.13
SE,28/02/2023,DIESEL,BRANCA,5.8
SE,02/03/2023,DIESEL,ALESAT,5.87
SE,06/03/2023,ETANOL,IPIRANGA,3.9
SE,20/03/2023,DIESEL,BRANCA,5.68
SE,06/03/2023,DIESEL S10,VIBRA ENERGIA,6.08
SE,15/03/2023,DIESEL S10,VIBRA ENERGIA,6.07
SE,03/03/2023,DIESEL S10,RAIZEN,6.0
SE,15/03/2023,ETANOL,TOTALENERGIES,3.98
SE,17/03/2023,DIESEL,RAIZEN,5.79
SE,20/03/2023,DIESEL S10,VIBRA ENERGIA,6.0
SE,03/03/2023,ETANOL,TOTALENERGIES,4.39
SE,09/03/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.64
SE,09/03/2023,DIESEL S10,RAIZEN,5.87
SE,16/03/2023,ETANOL,BRANCA,3.85
SE,17/03/2023,GASOLINA,RAIZEN,5.35
SE,22/03/2023,GASOLINA ADITIVADA,BRANCA,5.35
SE,06/03/2023,ETANOL,D`MAIS,3.74
SE,22/03/2023,DIESEL S10,IPIRANGA,6.05
SE,01/03/2023,ETANOL,RAIZEN,3.89
SE,01/03/2023,DIESEL,BRANCA,5.82
SE,15/03/2023,DIESEL,VIBRA ENERGIA,5.83
SE,15/03/2023,DIESEL S10,TOTALENERGIES,5.98
SE,23/02/2023,ETANOL,TOTALENERGIES,3.59
SE,16/03/2023,GNV,TOTALENERGIES,4.26
SE,27/02/2023,DIESEL S10,ALESAT,6.06
SE,27/02/2023,ETANOL,CIAPETRO,3.53
SE,09/03/2023,DIESEL,RAIZEN,5.72
SE,09/03/2023,GASOLINA ADITIVADA,BRANCA,5.41
SE,14/03/2023,GASOLINA ADITIVADA,ATLÂNTICA,6.01
SE,27/02/2023,ETANOL,PETROBRASIL,3.39
SE,07/03/2023,DIESEL S10,BRANCA,5.87
SE,08/03/2023,DIESEL S10,RAIZEN,6.13
SE,09/03/2023,GASOLINA,TOTALENERGIES,5.44
SE,16/03/2023,DIESEL,ATLÂNTICA,5.51
SE,16/03/2023,ETANOL,ALESAT,4.05
SE,27/02/2023,DIESEL,BRANCA,5.71
SE,03/03/2023,DIESEL,BRANCA,5.84
SE,03/03/2023,GASOLINA ADITIVADA,TOTALENERGIES,5.49
SE,10/03/2023,ETANOL,BRANCA,4.19
SE,15/03/2023,ETANOL,TAURUS,3.99
SE,23/02/2023,GASOLINA ADITIVADA,TOTALENERGIES,5.07
SE,27/02/2023,DIESEL,RAIZEN,5.87
SE,28/02/2023,GASOLINA ADITIVADA,BRANCA,5.12
SE,08/03/2023,GASOLINA,PETROBRASIL,5.36
SE,13/03/2023,GASOLINA,ALESAT,5.43
SE,03/03/2023,ETANOL,RAIZEN,3.95
SE,01/03/2023,GNV,IPIRANGA,5.1
SE,21/03/2023,ETANOL,IPIRANGA,4.0
SE,21/03/2023,GASOLINA,IPIRANGA,5.48
SE,06/03/2023,DIESEL S10,IPIRANGA,6.11
SE,13/03/2023,GASOLINA,RAIZEN,5.4
SE,14/03/2023,DIESEL,BRANCA,5.72
SE,13/03/2023,DIESEL S10,D`MAIS,5.79
SE,09/03/2023,GASOLINA ADITIVADA,TOTALENERGIES,5.52
SE,15/03/2023,ETANOL,BRANCA,3.87
SE,16/03/2023,ETANOL,TOTALENERGIES,4.02
SE,02/03/2023,ETANOL,IPIRANGA,3.84
SE,03/03/2023,DIESEL S10,ALESAT,6.49
SE,07/03/2023,GNV,IPIRANGA,4.71
SE,13/03/2023,GASOLINA ADITIVADA,BRANCA,5.42
SE,20/03/2023,DIESEL S10,BRANCA,5.8
SE,22/02/2023,DIESEL,TOTALENERGIES,6.17
SE,02/03/2023,GASOLINA ADITIVADA,ALESAT,6.01
SE,14/03/2023,GASOLINA,RAIZEN,5.45
SE,16/03/2023,GASOLINA,ATLÂNTICA,5.43
SE,21/03/2023,DIESEL S10,BRANCA,5.82
SE,03/03/2023,DIESEL,IPIRANGA,5.99
SE,06/03/2023,DIESEL S10,D`MAIS,5.79
SE,02/03/2023,ETANOL,VIBRA ENERGIA,4.18
SE,03/03/2023,GNV,IPIRANGA,4.49
SE,08/03/2023,GASOLINA ADITIVADA,IPIRANGA,5.72
SE,13/03/2023,DIESEL S10,IPIRANGA,6.09
SE,16/03/2023,GNV,VIBRA ENERGIA,4.89
SE,13/03/2023,GNV,VIBRA ENERGIA,4.63
SE,14/03/2023,GASOLINA,ATLÂNTICA,6.01
SE,02/03/2023,ETANOL,ATLÂNTICA,4.87
SE,16/03/2023,GNV,IPIRANGA,4.8
SE,15/03/2023,GASOLINA ADITIVADA,ALESAT,5.65
SE,01/03/2023,GNV,VIBRA ENERGIA,4.58
SE,27/02/2023,GASOLINA,IPIRANGA,5.09
SE,09/03/2023,GASOLINA ADITIVADA,IPIRANGA,5.65
SE,06/03/2023,GASOLINA ADITIVADA,RAIZEN,5.74
SE,15/03/2023,GASOLINA,ALESAT,5.36
SE,14/03/2023,ETANOL,ATLÂNTICA,4.89
SE,20/03/2023,ETANOL,BRANCA,3.92
SE,01/03/2023,ETANOL,IPIRANGA,3.89
SE,28/02/2023,GASOLINA,BRANCA,4.99
SE,06/03/2023,DIESEL,VIBRA ENERGIA,5.94
SE,16/03/2023,DIESEL,IPIRANGA,5.9
SE,22/03/2023,DIESEL,VIBRA ENERGIA,5.85
SE,03/03/2023,DIESEL S10,VIBRA ENERGIA,6.06
SE,06/03/2023,GASOLINA ADITIVADA,ALESAT,5.6
SE,17/03/2023,GASOLINA,BRANCA,5.24
SE,14/03/2023,GNV,RAIZEN,4.5
SE,14/03/2023,DIESEL S10,ATLÂNTICA,5.69
SE,07/03/2023,DIESEL,IPIRANGA,5.91
SE,23/03/2023,GASOLINA,VIBRA ENERGIA,5.5
SE,01/03/2023,GASOLINA,IPIRANGA,5.43
SE,08/03/2023,GASOLINA ADITIVADA,ALESAT,5.74
SE,13/03/2023,DIESEL S10,BRANCA,5.85
SE,13/03/2023,GASOLINA ADITIVADA,RAIZEN,5.72
SE,16/03/2023,GASOLINA ADITIVADA,TOTALENERGIES,5.53
SE,27/02/2023,ETANOL,BRANCA,3.82
SE,06/03/2023,GASOLINA ADITIVADA,IPIRANGA,5.67
SE,20/03/2023,DIESEL,RAIZEN,5.77
SE,03/03/2023,ETANOL,D`MAIS,3.74
SE,15/03/2023,ETANOL,ALESAT,3.84
SE,16/03/2023,ETANOL,IPIRANGA,3.96
SE,27/02/2023,GASOLINA ADITIVADA,ATLÂNTICA,5.15
SE,09/03/2023,GASOLINA,IPIRANGA,5.52
SE,14/03/2023,GASOLINA ADITIVADA,RAIZEN,5.74
SE,08/03/2023,GASOLINA,RAIZEN,5.49
SE,14/03/2023,DIESEL S10,RIO BRANCO,6.29
SE,08/03/2023,GASOLINA,BRANCA,5.31
SE,14/03/2023,ETANOL,BRANCA,3.88
SE,03/03/2023,ETANOL,BRANCA,4.07
SE,10/03/2023,GASOLINA ADITIVADA,BRANCA,5.5
SE,14/03/2023,DIESEL S10,VIBRA ENERGIA,6.08
SE,22/03/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.82
SE,16/03/2023,DIESEL,VIBRA ENERGIA,5.95
SE,22/03/2023,GASOLINA ADITIVADA,IPIRANGA,5.67
SE,03/03/2023,GASOLINA,ALESAT,5.36
SE,01/03/2023,GASOLINA,TOTALENERGIES,5.07
SE,07/03/2023,GASOLINA ADITIVADA,ALESAT,5.71
SE,08/03/2023,ETANOL,BRANCA,3.95
SE,10/03/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.49
SE,09/03/2023,DIESEL S10,BRANCA,5.91
SE,13/03/2023,DIESEL S10,VIBRA ENERGIA,6.01
SE,15/03/2023,DIESEL S10,ALESAT,6.0
SE,21/03/2023,GASOLINA,BRANCA,5.27
SE,02/03/2023,GASOLINA,VIBRA ENERGIA,5.67
SE,07/03/2023,DIESEL S10,ALESAT,6.07
SE,21/03/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.74
SE,07/03/2023,GASOLINA ADITIVADA,IPIRANGA,5.77
SE,13/03/2023,DIESEL,IPIRANGA,5.96
SE,16/03/2023,GASOLINA ADITIVADA,RAIZEN,5.75
SE,02/03/2023,GASOLINA ADITIVADA,BRANCA,5.42
SE,09/03/2023,GNV,VIBRA ENERGIA,4.72
SE,09/03/2023,GNV,ALESAT,4.69
SE,21/03/2023,ETANOL,RAIZEN,3.97
SE,27/02/2023,DIESEL,ATLÂNTICA,5.57
SE,07/03/2023,ETANOL,RIO BRANCO,4.09
SE,15/03/2023,GNV,BRANCA,4.61
SE,20/03/2023,GASOLINA,BRANCA,5.26
SE,13/03/2023,GNV,BRANCA,4.83
SE,23/02/2023,GNV,RAIZEN,4.56
SE,21/02/2023,DIESEL S10,ATLÂNTICA,5.69
SE,02/03/2023,DIESEL,VIBRA ENERGIA,6.02
SE,06/03/2023,DIESEL S10,ALESAT,5.99
SE,21/03/2023,GASOLINA ADITIVADA,RAIZEN,5.71
SE,28/02/2023,ETANOL,VIBRA ENERGIA,4.01
SE,08/03/2023,DIESEL,RAIZEN,5.97
SE,07/03/2023,DIESEL,TOTALENERGIES,6.08
SE,14/03/2023,GASOLINA ADITIVADA,ALESAT,5.7
SE,14/03/2023,GASOLINA,ALESAT,5.5
SE,20/03/2023,GASOLINA,RAIZEN,5.4
SE,07/03/2023,DIESEL S10,IPIRANGA,6.06
SE,06/03/2023,DIESEL,RAIZEN,5.83
SE,14/03/2023,GASOLINA,IPIRANGA,5.46
SE,21/03/2023,DIESEL,RAIZEN,5.86
SE,27/02/2023,GASOLINA,VIBRA ENERGIA,5.13
SE,28/02/2023,GASOLINA ADITIVADA,IPIRANGA,5.34
SE,07/03/2023,GNV,BRANCA,4.64
SE,06/03/2023,ETANOL,VIBRA ENERGIA,4.04
SE,03/03/2023,GASOLINA ADITIVADA,BRANCA,5.63
SE,09/03/2023,GNV,RAIZEN,5.09
SE,10/03/2023,ETANOL,VIBRA ENERGIA,4.49
SE,27/02/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.39
SE,03/03/2023,DIESEL S10,BRANCA,6.02
SE,08/03/2023,GNV,VIBRA ENERGIA,4.79
SE,06/03/2023,GNV,BRANCA,4.87
SE,02/03/2023,DIESEL,IPIRANGA,5.98
SE,28/02/2023,DIESEL S10,RAIZEN,6.06
SE,20/03/2023,DIESEL S10,ALESAT,5.9
SE,27/02/2023,GASOLINA,BRANCA,4.95
SE,27/02/2023,GASOLINA,ATLÂNTICA,5.13
SE,06/03/2023,GASOLINA,VIBRA ENERGIA,5.48
SE,06/03/2023,DIESEL S10,TORRAO,5.52
SE,15/03/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.61
SE,02/03/2023,GASOLINA ADITIVADA,RAIZEN,5.83
SE,27/02/2023,GNV,RAIZEN,4.75
SE,01/03/2023,GNV,BRANCA,4.74
SE,28/02/2023,ETANOL,TOTALENERGIES,3.84
SE,15/03/2023,ETANOL,RIO BRANCO,3.95
