Regiao - Sigla,Data da Coleta,Produto,Bandeira,Valor de Venda
S,03/01/2023,GASOLINA ADITIVADA,PELIKANO,4.99
S,09/01/2023,DIESEL S10,ALESAT,6.51
S,18/01/2023,DIESEL,RODOIL,6.36
S,17/01/2023,GASOLINA ADITIVADA,ALESAT,5.08
S,23/01/2023,GNV,VIBRA ENERGIA,5.63
S,04/01/2023,DIESEL,RODOIL,6.49
S,18/01/2023,GASOLINA ADITIVADA,RODOIL,5.06
S,19/01/2023,GNV,BRANCA,5.56
S,20/01/2023,DIESEL,RAIZEN MIME,6.52
S,25/01/2023,DIESEL S10,CIAPETRO,6.27
S,03/01/2023,ETANOL,VIBRA ENERGIA,4.63
S,02/01/2023,ETANOL,ALESAT,4.13
S,11/01/2023,GASOLINA,ALESAT,5.22
S,12/01/2023,DIESEL S10,POTENCIAL,6.19
S,17/01/2023,GASOLINA ADITIVADA,RAIZEN,5.21
S,19/01/2023,GNV,ALESAT,5.39
S,17/01/2023,DIESEL S10,SUL COMBUSTÍVEIS,6.49
S,17/01/2023,GASOLINA,SUL COMBUSTÍVEIS,4.79
S,25/01/2023,DIESEL S10,IPIRANGA,6.41
S,25/01/2023,GASOLINA,CHARRUA,4.89
S,25/01/2023,GASOLINA ADITIVADA,RODOIL,5.28
S,05/01/2023,DIESEL,BRANCA,6.25
S,12/01/2023,DIESEL,BRANCA,6.08
S,02/01/2023,DIESEL S10,BRANCA,6.44
S,06/01/2023,GASOLINA,BRANCA,5.19
S,19/01/2023,DIESEL,BRANCA,6.23
S,26/01/2023,GASOLINA ADITIVADA,WALENDOWSKY,5.5
S,05/01/2023,DIESEL,RAIZEN,6.43
S,03/01/2023,GASOLINA,RAIZEN,5.17
S,19/01/2023,DIESEL S10,BRANCA,6.37
S,26/01/2023,DIESEL,BRANCA,6.15
S,03/01/2023,DIESEL S10,IPIRANGA,6.56
S,09/01/2023,DIESEL S10,VIBRA ENERGIA,6.48
S,17/01/2023,ETANOL,VIBRA ENERGIA,4.74
S,17/01/2023,GASOLINA,ALESAT,5.1
S,20/01/2023,GASOLINA ADITIVADA,ALESAT,5.19
S,25/01/2023,DIESEL,RODOIL,6.29
S,11/01/2023,DIESEL S10,VIBRA ENERGIA,6.49
S,09/01/2023,DIESEL S10,CHARRUA,6.04
S,16/01/2023,GASOLINA,IPIRANGA,5.02
S,20/01/2023,DIESEL S10,IPIRANGA,6.47
S,16/01/2023,ETANOL,RODOIL,4.89
S,23/01/2023,GASOLINA,RAIZEN,4.94
S,25/01/2023,DIESEL S10,VIBRA ENERGIA,6.44
S,25/01/2023,GASOLINA ADITIVADA,ALESAT,5.23
S,02/01/2023,DIESEL,VIBRA ENERGIA,6.42
S,04/01/2023,ETANOL,RAIZEN,4.6
S,10/01/2023,DIESEL S10,CIAPETRO,6.79
S,26/01/2023,DIESEL S10,BRANCA,6.36
S,12/01/2023,GASOLINA,BRANCA,5.01
S,10/01/2023,GASOLINA ADITIVADA,MAXSUL,4.85
S,17/01/2023,DIESEL,RAIZEN MIME,6.35
S,25/01/2023,GASOLINA ADITIVADA,RAIZEN,5.28
S,02/01/2023,GASOLINA,VIBRA ENERGIA,5.18
S,24/01/2023,GASOLINA ADITIVADA,BRANCA,4.9
S,25/01/2023,GNV,CHARRUA,6.33
S,04/01/2023,DIESEL S10,VIBRA ENERGIA,6.48
S,17/01/2023,GASOLINA,AMERICANOIL,5.15
S,26/01/2023,ETANOL,RAIZEN,3.89
S,23/01/2023,ETANOL,RAIZEN MIME,4.78
S,25/01/2023,GNV,IPIRANGA,5.56
S,25/01/2023,DIESEL S10,POTENCIAL,6.49
S,24/01/2023,GASOLINA,AMERICANOIL,5.15
S,09/01/2023,ETANOL,CIAPETRO,4.32
S,09/01/2023,GASOLINA ADITIVADA,POTENCIAL,5.29
S,16/01/2023,DIESEL S10,RAIZEN,6.39
S,06/01/2023,DIESEL S10,BRANCA,6.29
S,02/01/2023,DIESEL,RODOIL,6.66
S,24/01/2023,GNV,VIBRA ENERGIA,5.38
S,03/01/2023,GASOLINA,RODOIL,5.14
S,12/01/2023,DIESEL S10,VIBRA ENERGIA,6.25
S,09/01/2023,GNV,RAIZEN,5.39
S,17/01/2023,GASOLINA,RAIZEN,4.95
S,18/01/2023,DIESEL S10,RODOIL,6.36
S,02/01/2023,ETANOL,VIBRA ENERGIA,4.68
S,03/01/2023,DIESEL,ALESAT,6.56
S,03/01/2023,ETANOL,CHARRUA,4.49
S,12/01/2023,GASOLINA,CIAPETRO,5.09
S,11/01/2023,DIESEL,ALESAT,6.46
S,11/01/2023,GASOLINA ADITIVADA,DIBRAPE,5.07
S,18/01/2023,DIESEL,VIBRA ENERGIA,6.33
S,24/01/2023,ETANOL,BRANCA,4.16
S,24/01/2023,ETANOL,RAIZEN,4.23
S,09/01/2023,DIESEL S10,RAIZEN MIME,6.66
S,16/01/2023,DIESEL S10,VIBRA ENERGIA,6.35
S,17/01/2023,DIESEL S10,STANG,6.23
S,18/01/2023,DIESEL,CIAPETRO,5.79
S,24/01/2023,GASOLINA ADITIVADA,IPIRANGA,5.18
S,05/01/2023,GASOLINA ADITIVADA,RAIZEN MIME,5.5
S,05/01/2023,GASOLINA,CHARRUA,4.99
S,09/01/2023,GASOLINA,POTENCIAL,5.08
S,20/01/2023,DIESEL,ESTRADA,6.32
S,18/01/2023,GASOLINA ADITIVADA,IPIRANGA,5.23
S,18/01/2023,DIESEL S10,VIBRA ENERGIA,6.41
S,17/01/2023,DIESEL S10,DIBRAPE,6.04
S,06/01/2023,GASOLINA ADITIVADA,BRANCA,5.31
S,11/01/2023,ETANOL,RAIZEN MIME,4.99
S,16/01/2023,DIESEL S10,STANG,6.39
S,26/01/2023,DIESEL,RAIZEN,6.09
S,23/01/2023,DIESEL S10,BRANCA,6.16
S,25/01/2023,DIESEL,IPIRANGA,6.26
S,04/01/2023,DIESEL,RAIZEN MIME,6.19
S,12/01/2023,DIESEL,RODOIL,6.29
S,09/01/2023,DIESEL S10,STANG,6.39
S,11/01/2023,GNV,IPIRANGA,5.55
S,16/01/2023,GASOLINA ADITIVADA,IPIRANGA,5.23
S,16/01/2023,GNV,BRANCA,5.69
S,18/01/2023,ETANOL,POTENCIAL,4.15
S,17/01/2023,DIESEL,STANG,6.19
S,23/01/2023,ETANOL,BRANCA,4.25
S,25/01/2023,GASOLINA,PELIKANO,4.85
S,20/01/2023,ETANOL,ESTRADA,3.94
S,17/01/2023,ETANOL,RAIZEN,4.36
S,23/01/2023,DIESEL,BRANCA,6.0
S,02/01/2023,GASOLINA,RAIZEN,5.18
S,02/01/2023,GASOLINA ADITIVADA,POTENCIAL,5.24
S,03/01/2023,GASOLINA ADITIVADA,POTENCIAL,5.25
S,04/01/2023,GASOLINA ADITIVADA,POTENCIAL,5.45
S,16/01/2023,GASOLINA ADITIVADA,IDAZA,4.89
S,04/01/2023,GASOLINA ADITIVADA,RAIZEN MIME,5.29
S,10/01/2023,GASOLINA ADITIVADA,ON PETRO,5.4
S,17/01/2023,DIESEL S10,RAIZEN MIME,6.79
S,19/01/2023,DIESEL,RAIZEN,6.31
S,16/01/2023,GASOLINA,IDAZA,4.89
S,12/01/2023,ETANOL,RAIZEN,4.44
S,09/01/2023,GNV,ALESAT,5.39
S,17/01/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.3
S,16/01/2023,DIESEL,ALESAT,6.37
S,17/01/2023,DIESEL S10,RODOIL,6.19
S,09/01/2023,GASOLINA,MAXSUL,4.79
S,10/01/2023,ETANOL,ON PETRO,4.5
S,17/01/2023,ETANOL,RAIZEN MIME,4.83
S,23/01/2023,ETANOL,RAIZEN,4.3
S,23/01/2023,ETANOL,STANG,3.99
S,23/01/2023,GASOLINA,MAXSUL,4.69
S,10/01/2023,GASOLINA ADITIVADA,RODOIL,5.23
S,18/01/2023,DIESEL S10,IPIRANGA,6.47
S,25/01/2023,ETANOL,IPIRANGA,4.28
S,25/01/2023,GASOLINA,POTENCIAL,4.86
S,23/01/2023,GASOLINA ADITIVADA,CIAPETRO,5.1
S,24/01/2023,DIESEL,IDAZA,6.31
S,02/01/2023,GASOLINA ADITIVADA,RAIZEN MIME,5.77
S,02/01/2023,GASOLINA,RAIZEN MIME,5.6
S,02/01/2023,ETANOL,CHARRUA,4.59
S,11/01/2023,DIESEL,IPIRANGA,6.35
S,11/01/2023,GASOLINA,RAIZEN MIME,5.19
S,18/01/2023,DIESEL,IPIRANGA,6.33
S,17/01/2023,GASOLINA,RAIZEN MIME,5.18
S,19/01/2023,GASOLINA ADITIVADA,ALESAT,5.3
S,10/01/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.25
S,11/01/2023,GNV,ALESAT,5.39
S,20/01/2023,DIESEL S10,BRANCA,6.09
S,25/01/2023,ETANOL,RAIZEN,4.18
S,02/01/2023,DIESEL S10,POTENCIAL,6.69
S,10/01/2023,DIESEL,BRANCA,6.04
S,10/01/2023,DIESEL,RAIZEN,6.17
S,09/01/2023,GASOLINA,REJAILE,5.28
S,26/01/2023,DIESEL S10,RAIZEN,6.19
S,26/01/2023,ETANOL,VIBRA ENERGIA,4.57
S,23/01/2023,ETANOL,CIAPETRO,3.85
S,25/01/2023,DIESEL S10,SUL COMBUSTÍVEIS,6.39
S,11/01/2023,DIESEL S10,POTENCIAL,6.9
S,10/01/2023,ETANOL,ALESAT,4.19
S,18/01/2023,ETANOL,RAIZEN MIME,4.89
S,05/01/2023,GASOLINA ADITIVADA,CIAPETRO,5.49
S,03/01/2023,GASOLINA,RAIZEN MIME,5.23
S,11/01/2023,ETANOL,CIAPETRO,4.07
S,16/01/2023,DIESEL,VIBRA ENERGIA,6.25
S,24/01/2023,DIESEL,RAIZEN,6.18
S,03/01/2023,DIESEL,BRANCA,6.09
S,10/01/2023,DIESEL,CHARRUA,6.16
S,16/01/2023,GASOLINA ADITIVADA,UNI,4.97
S,23/01/2023,GASOLINA,REJAILE,5.18
S,06/01/2023,ETANOL,IPIRANGA,4.41
S,18/01/2023,GNV,RAIZEN,5.89
S,23/01/2023,GASOLINA,CIAPETRO,5.0
S,04/01/2023,DIESEL S10,IPIRANGA,6.51
S,10/01/2023,GNV,BRANCA,5.55
S,09/01/2023,ETANOL,CHARRUA,4.59
S,09/01/2023,GASOLINA,CHARRUA,4.96
S,25/01/2023,GASOLINA,VIBRA ENERGIA,5.01
S,04/01/2023,ETANOL,VIBRA ENERGIA,4.63
S,02/01/2023,GASOLINA ADITIVADA,ALESAT,5.42
S,05/01/2023,DIESEL S10,ALESAT,6.59
S,11/01/2023,GASOLINA,VIBRA ENERGIA,5.09
S,16/01/2023,GNV,RAIZEN,5.39
S,02/01/2023,ETANOL,BRANCA,4.31
S,03/01/2023,ETANOL,PELIKANO,4.47
S,11/01/2023,ETANOL,POTENCIAL,4.27
S,20/01/2023,ETANOL,RAIZEN,4.19
S,23/01/2023,DIESEL,RODOIL,6.28
S,02/01/2023,GASOLINA,IPIRANGA,5.33
S,09/01/2023,GASOLINA,RODOIL,5.06
S,09/01/2023,DIESEL S10,CIAPETRO,6.62
S,13/01/2023,GASOLINA ADITIVADA,RAIZEN,5.59
S,10/01/2023,DIESEL,STANG,6.19
S,23/01/2023,GNV,BRANCA,5.49
S,23/01/2023,GASOLINA ADITIVADA,MAXSUL,4.73
S,24/01/2023,DIESEL S10,IDAZA,6.39
S,19/01/2023,DIESEL,IPIRANGA,6.31
S,20/01/2023,ETANOL,BRANCA,4.11
S,16/01/2023,DIESEL,RAIZEN MIME,6.19
S,24/01/2023,GASOLINA,IPIRANGA,4.98
S,04/01/2023,ETANOL,BRANCA,4.25
S,04/01/2023,DIESEL,BRANCA,6.13
S,04/01/2023,ETANOL,IPIRANGA,4.9
S,09/01/2023,ETANOL,RAIZEN,4.33
S,23/01/2023,DIESEL,RAIZEN,6.17
S,25/01/2023,ETANOL,PELIKANO,3.93
S,24/01/2023,ETANOL,ALESAT,3.99
S,11/01/2023,GNV,BRANCA,5.72
S,11/01/2023,ETANOL,ALESAT,4.34
S,20/01/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.24
S,16/01/2023,ETANOL,RAIZEN MIME,4.9
S,23/01/2023,GASOLINA ADITIVADA,UNI,4.97
S,11/01/2023,ETANOL,IPIRANGA,4.32
S,12/01/2023,ETANOL,UNI,4.35
S,09/01/2023,ETANOL,STANG,4.49
S,19/01/2023,DIESEL,ALESAT,6.42
S,18/01/2023,DIESEL S10,POTENCIAL,6.79
S,24/01/2023,GASOLINA ADITIVADA,CHARRUA,5.06
S,23/01/2023,DIESEL S10,RAIZEN MIME,6.64
S,25/01/2023,GASOLINA ADITIVADA,PELIKANO,4.85
S,10/01/2023,DIESEL S10,CHARRUA,6.29
S,12/01/2023,GASOLINA,STANG,4.86
S,18/01/2023,GASOLINA ADITIVADA,BRANCA,5.05
S,16/01/2023,ETANOL,MAXSUL,3.79
S,25/01/2023,DIESEL S10,RAIZEN MIME,6.39
S,23/01/2023,DIESEL,ALESAT,6.27
S,03/01/2023,ETANOL,BRANCA,4.3
S,03/01/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.38
S,04/01/2023,GASOLINA,RAIZEN,5.07
S,10/01/2023,DIESEL S10,IPIRANGA,6.48
S,10/01/2023,ETANOL,RAIZEN MIME,4.99
S,18/01/2023,GNV,VIBRA ENERGIA,5.63
S,20/01/2023,ETANOL,STANG,3.97
S,17/01/2023,DIESEL,SUL COMBUSTÍVEIS,6.39
S,10/01/2023,GASOLINA ADITIVADA,STANG,4.91
S,18/01/2023,GASOLINA ADITIVADA,RAIZEN,5.25
S,20/01/2023,GNV,RAIZEN MIME,5.69
S,24/01/2023,ETANOL,IPIRANGA,4.43
S,12/01/2023,ETANOL,VIBRA ENERGIA,4.44
S,11/01/2023,DIESEL S10,MAXSUL,6.37
S,20/01/2023,GASOLINA,RAIZEN,5.0
S,17/01/2023,GASOLINA,BRANCA,4.86
S,20/01/2023,DIESEL,STANG,6.09
S,25/01/2023,ETANOL,RAIZEN MIME,4.86
S,03/01/2023,GNV,RAIZEN,5.88
S,03/01/2023,GASOLINA ADITIVADA,STANG,4.99
S,10/01/2023,ETANOL,BRANCA,4.34
S,12/01/2023,GASOLINA ADITIVADA,STANG,4.86
S,24/01/2023,GASOLINA ADITIVADA,STANG,4.85
S,04/01/2023,GASOLINA,IPIRANGA,5.13
S,03/01/2023,ETANOL,RAIZEN,4.5
S,04/01/2023,DIESEL S10,RAIZEN,6.4
S,04/01/2023,GASOLINA,RODOIL,4.95
S,16/01/2023,ETANOL,CHARRUA,4.64
S,02/01/2023,GASOLINA ADITIVADA,RAIZEN,5.43
S,05/01/2023,GASOLINA,ALESAT,5.21
S,04/01/2023,DIESEL S10,RAIZEN MIME,6.26
S,04/01/2023,GNV,RAIZEN,5.49
S,18/01/2023,GNV,IPIRANGA,5.74
S,17/01/2023,GNV,RAIZEN,5.49
S,23/01/2023,DIESEL,POTENCIAL,5.99
S,12/01/2023,DIESEL S10,STANG,6.05
S,16/01/2023,ETANOL,BRANCA,4.29
S,16/01/2023,ETANOL,UNI,4.18
S,26/01/2023,ETANOL,IPIRANGA,4.39
S,05/01/2023,GNV,IPIRANGA,5.98
S,11/01/2023,ETANOL,MAXSUL,3.79
S,18/01/2023,GASOLINA,VIBRA ENERGIA,4.97
S,16/01/2023,DIESEL,BRANCA,6.05
S,16/01/2023,GASOLINA ADITIVADA,RODOIL,5.23
S,16/01/2023,GASOLINA,RAIZEN MIME,5.19
S,23/01/2023,ETANOL,VIBRA ENERGIA,4.43
S,26/01/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.68
S,06/01/2023,DIESEL S10,IPIRANGA,6.09
S,10/01/2023,GASOLINA ADITIVADA,POTENCIAL,5.39
S,16/01/2023,DIESEL S10,BRANCA,6.25
S,19/01/2023,DIESEL S10,VIBRA ENERGIA,6.42
S,18/01/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.14
S,19/01/2023,DIESEL,VIBRA ENERGIA,6.32
S,18/01/2023,GASOLINA ADITIVADA,POTENCIAL,5.42
S,25/01/2023,ETANOL,CIAPETRO,4.02
S,25/01/2023,DIESEL,ALESAT,6.42
S,24/01/2023,GASOLINA,STANG,4.85
S,12/01/2023,GASOLINA ADITIVADA,RODOIL,5.07
S,24/01/2023,GASOLINA,RODOIL,5.06
S,05/01/2023,DIESEL S10,RAIZEN MIME,6.82
S,03/01/2023,ETANOL,IDAZA,4.37
S,03/01/2023,GNV,CHARRUA,5.87
S,12/01/2023,GASOLINA,UNI,5.14
S,19/01/2023,GASOLINA ADITIVADA,IPIRANGA,5.24
S,17/01/2023,DIESEL,MAXSUL,6.12
S,25/01/2023,DIESEL,RAIZEN,6.33
S,04/01/2023,GASOLINA ADITIVADA,IPIRANGA,5.3
S,09/01/2023,GASOLINA,BRANCA,5.04
S,10/01/2023,GASOLINA ADITIVADA,CHARRUA,5.05
S,17/01/2023,GNV,IPIRANGA,5.41
S,19/01/2023,GASOLINA,ALESAT,5.19
S,18/01/2023,GASOLINA ADITIVADA,PELIKANO,4.85
S,11/01/2023,GASOLINA,CIAPETRO,5.09
S,17/01/2023,GASOLINA,CIAPETRO,5.27
S,23/01/2023,ETANOL,ALESAT,4.4
S,12/01/2023,GASOLINA,VIBRA ENERGIA,5.15
S,10/01/2023,GASOLINA ADITIVADA,RAIZEN MIME,5.47
S,16/01/2023,DIESEL,IPIRANGA,6.26
S,20/01/2023,GASOLINA ADITIVADA,RAIZEN MIME,5.44
S,23/01/2023,DIESEL,ESTRADA,6.32
S,04/01/2023,GASOLINA ADITIVADA,BRANCA,5.03
S,06/01/2023,ETANOL,BRANCA,4.41
S,03/01/2023,GNV,IPIRANGA,5.76
S,03/01/2023,ETANOL,STANG,4.34
S,03/01/2023,ETANOL,RAIZEN MIME,4.84
S,12/01/2023,GASOLINA,RAIZEN,5.22
S,20/01/2023,DIESEL,RAIZEN,6.23
S,19/01/2023,GASOLINA ADITIVADA,RAIZEN,5.3
S,24/01/2023,GASOLINA ADITIVADA,RAIZEN MIME,5.3
S,09/01/2023,GASOLINA ADITIVADA,BRANCA,5.11
S,20/01/2023,DIESEL,VIBRA ENERGIA,6.54
S,25/01/2023,ETANOL,BRANCA,3.99
S,11/01/2023,DIESEL S10,RAIZEN,6.43
S,16/01/2023,GASOLINA ADITIVADA,RAIZEN MIME,5.41
S,24/01/2023,DIESEL S10,RODOIL,6.51
S,26/01/2023,ETANOL,STANG,3.94
S,11/01/2023,GASOLINA ADITIVADA,BRANCA,5.1
S,10/01/2023,GASOLINA,IDAZA,5.09
S,09/01/2023,GNV,VIBRA ENERGIA,5.77
S,23/01/2023,DIESEL S10,POTENCIAL,6.56
S,05/01/2023,DIESEL S10,VIBRA ENERGIA,6.43
S,03/01/2023,GASOLINA ADITIVADA,MAXSUL,4.92
S,03/01/2023,GASOLINA,ON PETRO,4.99
S,11/01/2023,GASOLINA ADITIVADA,IPIRANGA,5.32
S,11/01/2023,GASOLINA ADITIVADA,RODOIL,5.29
S,11/01/2023,DIESEL,RAIZEN MIME,6.79
S,09/01/2023,GNV,IPIRANGA,5.72
S,10/01/2023,GASOLINA,MAXSUL,4.85
S,23/01/2023,GASOLINA ADITIVADA,RAIZEN,5.23
S,03/01/2023,DIESEL,RODOIL,6.18
S,09/01/2023,ETANOL,IDAZA,4.99
S,17/01/2023,DIESEL S10,BRANCA,6.15
S,24/01/2023,DIESEL S10,IPIRANGA,6.42
S,09/01/2023,GASOLINA ADITIVADA,IPIRANGA,5.29
S,17/01/2023,DIESEL S10,VIBRA ENERGIA,6.44
S,17/01/2023,GASOLINA,VIBRA ENERGIA,5.06
S,17/01/2023,DIESEL,VIBRA ENERGIA,6.29
S,23/01/2023,DIESEL,VIBRA ENERGIA,6.21
S,25/01/2023,ETANOL,RODOIL,4.49
S,03/01/2023,GASOLINA ADITIVADA,ALESAT,5.23
S,03/01/2023,GASOLINA ADITIVADA,ON PETRO,5.09
S,12/01/2023,DIESEL,IPIRANGA,6.33
S,18/01/2023,DIESEL S10,CIAPETRO,5.89
S,03/01/2023,DIESEL,VIBRA ENERGIA,6.52
S,02/01/2023,DIESEL,ALESAT,6.38
S,12/01/2023,GNV,IPIRANGA,5.89
S,03/01/2023,DIESEL S10,MAXSUL,6.24
S,12/01/2023,DIESEL,STANG,5.92
S,12/01/2023,DIESEL S10,RAIZEN,6.6
S,18/01/2023,ETANOL,BRANCA,4.15
S,16/01/2023,GASOLINA ADITIVADA,MAXSUL,4.89
S,06/01/2023,GASOLINA ADITIVADA,IPIRANGA,5.39
S,10/01/2023,ETANOL,IPIRANGA,4.56
S,09/01/2023,GASOLINA ADITIVADA,RAIZEN,5.21
S,11/01/2023,GNV,RAIZEN,5.88
S,17/01/2023,GNV,BRANCA,5.49
S,16/01/2023,ETANOL,IDAZA,3.75
S,24/01/2023,GNV,BRANCA,5.57
S,25/01/2023,DIESEL,RAIZEN MIME,6.19
S,24/01/2023,ETANOL,STANG,4.34
S,04/01/2023,DIESEL,VIBRA ENERGIA,6.5
S,05/01/2023,DIESEL,VIBRA ENERGIA,6.44
S,03/01/2023,GASOLINA,STANG,4.97
S,10/01/2023,GNV,RAIZEN,5.49
S,16/01/2023,GASOLINA ADITIVADA,CHARRUA,5.02
S,25/01/2023,GASOLINA,BRANCA,4.95
