Regiao - Sigla,Estado - Sigla,Municipio,Revenda,CNPJ da Revenda,Nome da Rua,Numero Rua,Complemento,Bairro,Cep,Produto,Data da Coleta,Valor de Venda,Valor de Compra,Unidade de Medida,Bandeira,Data Formatada,Mes,Ano,Data da Carga ETL
NE,CE,CRATO,M. T. M. PETROLEO LTDA,02.707.042/0001-92,AVENIDA PADRE CICERO,1832,,SAO MIGUEL,63122-440,DIESEL S10,12/05/2023,5.59,,R$ / litro,BRANCA,2023-12-05,12,2023,2023-11-23
NE,CE,CRATO,M. T. M. PETROLEO LTDA,02.707.042/0001-92,AVENIDA PADRE CICERO,1832,,SAO MIGUEL,63122-440,GASOLINA ADITIVADA,12/05/2023,5.99,,R$ / litro,BRANCA,2023-12-05,12,2023,2023-11-23
NE,CE,CRATO,M. T. M. PETROLEO LTDA,02.707.042/0001-92,AVENIDA PADRE CICERO,1832,,SAO MIGUEL,63122-440,GASOLINA,12/05/2023,5.59,,R$ / litro,BRANCA,2023-12-05,12,2023,2023-11-23
CO,GO,CATALAO,POSTO CATALAO LTDA,01.128.537/0001-02,RUA DR PEDRO LUDOVICO,309,,CENTRO,75700-103,ETANOL,12/05/2023,4.09,,R$ / litro,VIBRA ENERGIA,2023-12-05,12,2023,2023-11-23
CO,GO,CATALAO,POSTO CATALAO LTDA,01.128.537/0001-02,RUA DR PEDRO LUDOVICO,309,,CENTRO,75700-103,GASOLINA ADITIVADA,12/05/2023,5.29,,R$ / litro,VIBRA ENERGIA,2023-12-05,12,2023,2023-11-23
CO,GO,CATALAO,POSTO CATALAO LTDA,01.128.537/0001-02,RUA DR PEDRO LUDOVICO,309,,CENTRO,75700-103,GASOLINA,12/05/2023,5.29,,R$ / litro,VIBRA ENERGIA,2023-12-05,12,2023,2023-11-23
CO,GO,CATALAO,AUTO POSTO PAQUETA LTDA,08.541.888/0001-81,AVENIDA DR LAMARTINE PINTO DE AVELAR,1925,,IPANEMA,75705-220,ETANOL,12/05/2023,3.99,,R$ / litro,BRANCA,2023-12-05,12,2023,2023-11-23
CO,GO,CATALAO,AUTO POSTO PAQUETA LTDA,08.541.888/0001-81,AVENIDA DR LAMARTINE PINTO DE AVELAR,1925,,IPANEMA,75705-220,DIESEL S10,12/05/2023,5.32,,R$ / litro,BRANCA,2023-12-05,12,2023,2023-11-23
CO,GO,CATALAO,AUTO POSTO PAQUETA LTDA,08.541.888/0001-81,AVENIDA DR LAMARTINE PINTO DE AVELAR,1925,,IPANEMA,75705-220,DIESEL,12/05/2023,5.28,,R$ / litro,BRANCA,2023-12-05,12,2023,2023-11-23
CO,GO,CATALAO,AUTO POSTO PAQUETA LTDA,08.541.888/0001-81,AVENIDA DR LAMARTINE PINTO DE AVELAR,1925,,IPANEMA,75705-220,GASOLINA,12/05/2023,5.29,,R$ / litro,BRANCA,2023-12-05,12,2023,2023-11-23
CO,GO,CATALAO,AUTO POSTO PANTERA EIRELI,08.165.655/0001-21,RUA DA RESISTENCIA,12,,JARDIM PAULISTA,75704-420,ETANOL,12/05/2023,3.84,,R$ / litro,IPIRANGA,2023-12-05,12,2023,2023-11-23
CO,GO,CATALAO,AUTO POSTO PANTERA EIRELI,08.165.655/0001-21,RUA DA RESISTENCIA,12,,JARDIM PAULISTA,75704-420,DIESEL S10,12/05/2023,5.35,,R$ / litro,IPIRANGA,2023-12-05,12,2023,2023-11-23
CO,GO,CATALAO,AUTO POSTO PANTERA EIRELI,08.165.655/0001-21,RUA DA RESISTENCIA,12,,JARDIM PAULISTA,75704-420,GASOLINA,12/05/2023,5.27,,R$ / litro,IPIRANGA,2023-12-05,12,2023,2023-11-23
CO,GO,CATALAO,POSTO SAO JOAO COMERCIO E DERIVADOS DE PETROLEO LTDA,07.852.728/0001-90,AVENIDA JOAO NEVES VIEIRA,555,,LOTEAMENTO LEAO,75707-070,ETANOL,12/05/2023,4.09,,R$ / litro,IPIRANGA,2023-12-05,12,2023,2023-11-23
CO,GO,CATALAO,POSTO SAO JOAO COMERCIO E DERIVADOS DE PETROLEO LTDA,07.852.728/0001-90,AVENIDA JOAO NEVES VIEIRA,555,,LOTEAMENTO LEAO,75707-070,DIESEL,12/05/2023,5.39,,R$ / litro,IPIRANGA,2023-12-05,12,2023,2023-11-23
CO,GO,CATALAO,POSTO SAO JOAO COMERCIO E DERIVADOS DE PETROLEO LTDA,07.852.728/0001-90,AVENIDA JOAO NEVES VIEIRA,555,,LOTEAMENTO LEAO,75707-070,GASOLINA ADITIVADA,12/05/2023,5.59,,R$ / litro,IPIRANGA,2023-12-05,12,2023,2023-11-23
