Regiao - Sigla,Data da Coleta,Produto,Bandeira,Valor de Venda
N,12/01/2023,ETANOL,VIBRA ENERGIA,4.43
N,11/01/2023,DIESEL S10,SABBÁ,6.79
N,25/01/2023,GASOLINA,SABBÁ,5.47
N,26/01/2023,GASOLINA,IPIRANGA,5.67
N,14/02/2023,GASOLINA,RAIZEN,5.07
N,13/02/2023,DIESEL S10,ALESAT,6.18
N,13/02/2023,DIESEL S10,ATEM' S,6.06
N,16/02/2023,DIESEL S10,VIBRA ENERGIA,5.99
N,20/02/2023,GASOLINA ADITIVADA,SABBÁ,5.4
N,09/02/2023,DIESEL,SABBÁ,6.35
N,06/02/2023,DIESEL S10,SIMARELLI,6.99
N,07/02/2023,DIESEL,IPIRANGA,6.66
N,09/02/2023,DIESEL,IPIRANGA,6.34
N,14/02/2023,DIESEL S10,SABBÁ,6.55
N,24/02/2023,ETANOL,VIBRA ENERGIA,5.01
N,01/02/2023,DIESEL,IPIRANGA,6.81
N,01/02/2023,GASOLINA ADITIVADA,BRANCA,5.12
N,16/02/2023,GASOLINA,VIBRA ENERGIA,4.77
N,14/02/2023,GASOLINA,VIBRA ENERGIA,5.46
N,01/02/2023,DIESEL,VIBRA ENERGIA,6.96
N,31/01/2023,GASOLINA ADITIVADA,BRANCA,5.36
N,30/01/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.53
N,07/02/2023,GASOLINA,SABBÁ,5.42
N,15/02/2023,GASOLINA,VIBRA ENERGIA,5.21
N,01/02/2023,GASOLINA,BRANCA,4.88
N,20/02/2023,ETANOL,VIBRA ENERGIA,4.37
N,31/01/2023,DIESEL,BRANCA,6.55
N,30/01/2023,GASOLINA ADITIVADA,BRANCA,5.44
N,30/01/2023,DIESEL,SIMARELLI,6.95
N,06/02/2023,GASOLINA ADITIVADA,ALESAT,5.29
N,07/02/2023,GNV,ATEM' S,4.19
N,22/02/2023,GASOLINA ADITIVADA,BRANCA,5.46
N,14/02/2023,GASOLINA,IPIRANGA,5.43
N,13/02/2023,GASOLINA ADITIVADA,ALESAT,5.29
N,23/02/2023,GASOLINA,ALESAT,5.03
N,31/01/2023,DIESEL S10,IPIRANGA,6.99
N,09/02/2023,GASOLINA,BRANCA,4.64
N,21/02/2023,ETANOL,IPIRANGA,4.48
N,06/02/2023,DIESEL S10,IPIRANGA,7.12
N,14/02/2023,GASOLINA ADITIVADA,ATEM' S,5.32
N,13/02/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.53
N,13/02/2023,DIESEL S10,RAIZEN,5.77
N,30/01/2023,DIESEL S10,VIBRA ENERGIA,6.83
N,14/02/2023,GASOLINA ADITIVADA,IPIRANGA,5.49
N,23/02/2023,DIESEL,SABBÁ,6.22
N,06/02/2023,DIESEL S10,EQUADOR,6.72
N,15/02/2023,DIESEL S10,SABBÁ,6.38
N,15/02/2023,DIESEL S10,BRANCA,6.75
N,13/02/2023,GASOLINA ADITIVADA,ATEM' S,5.59
N,15/02/2023,DIESEL,ALESAT,7.0
N,21/02/2023,GASOLINA ADITIVADA,IPIRANGA,5.68
N,24/02/2023,DIESEL S10,VIBRA ENERGIA,6.64
N,08/02/2023,DIESEL S10,SABBÁ,6.69
N,09/02/2023,GASOLINA,EQUADOR,4.84
N,15/02/2023,GASOLINA,BRANCA,5.18
N,08/02/2023,DIESEL,BRANCA,6.57
N,07/02/2023,GASOLINA,ALESAT,5.03
N,15/02/2023,DIESEL,BRANCA,6.55
N,15/02/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.34
N,20/02/2023,ETANOL,BRANCA,4.69
N,30/01/2023,DIESEL,IPIRANGA,6.97
N,07/02/2023,ETANOL,ALESAT,4.5
N,14/02/2023,ETANOL,ATEM' S,4.06
N,24/02/2023,DIESEL S10,SABBÁ,6.19
N,30/01/2023,DIESEL S10,IPIRANGA,6.82
N,14/02/2023,DIESEL,IPIRANGA,6.64
N,16/02/2023,GASOLINA ADITIVADA,SABBÁ,5.11
N,15/02/2023,GASOLINA,RAIZEN,4.74
N,23/02/2023,DIESEL S10,ALESAT,6.6
N,23/02/2023,DIESEL,VIBRA ENERGIA,6.26
N,24/02/2023,DIESEL,SABBÁ,6.13
N,24/02/2023,GASOLINA ADITIVADA,SABBÁ,5.32
N,30/01/2023,ETANOL,IPIRANGA,4.17
N,31/01/2023,DIESEL,SABBÁ,6.71
N,07/02/2023,DIESEL,BRANCA,6.57
N,06/02/2023,DIESEL S10,ALESAT,6.38
N,13/02/2023,ETANOL,RAIZEN,4.29
N,01/02/2023,ETANOL,VIBRA ENERGIA,4.45
N,08/02/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.39
N,23/02/2023,DIESEL,IPIRANGA,6.65
N,07/02/2023,DIESEL S10,BRANCA,6.51
N,09/02/2023,DIESEL S10,IPIRANGA,6.5
N,06/02/2023,GASOLINA ADITIVADA,RAIZEN,5.94
N,14/02/2023,DIESEL S10,RAIZEN,5.74
N,20/02/2023,DIESEL S10,IPIRANGA,6.63
N,24/02/2023,GASOLINA,SABBÁ,5.15
N,06/02/2023,GASOLINA ADITIVADA,ATEM' S,5.59
N,14/02/2023,ETANOL,BRANCA,4.2
N,20/02/2023,DIESEL,BRANCA,6.39
N,20/02/2023,DIESEL,ATEM' S,6.22
N,06/02/2023,ETANOL,IPIRANGA,4.39
N,07/02/2023,GASOLINA ADITIVADA,EQUADOR,5.39
N,15/02/2023,DIESEL,SABBÁ,6.42
N,24/02/2023,DIESEL,IPIRANGA,6.82
N,20/02/2023,GASOLINA,BRANCA,5.0
N,14/02/2023,ETANOL,IPIRANGA,4.57
N,14/02/2023,GASOLINA ADITIVADA,SIMARELLI,5.29
N,22/02/2023,DIESEL,IPIRANGA,6.6
N,30/01/2023,GASOLINA,ALESAT,5.13
N,24/02/2023,GASOLINA,IPIRANGA,5.73
N,01/02/2023,DIESEL S10,BRANCA,6.84
N,30/01/2023,GASOLINA,EQUADOR,5.59
N,07/02/2023,ETANOL,VIBRA ENERGIA,4.53
N,20/02/2023,ETANOL,IPIRANGA,4.32
N,06/02/2023,DIESEL,ALESAT,6.14
N,14/02/2023,DIESEL,SABBÁ,6.6
N,21/02/2023,GASOLINA,ATEM' S,5.45
N,08/02/2023,DIESEL S10,BRANCA,6.81
N,08/02/2023,DIESEL,IPIRANGA,7.08
N,15/02/2023,GASOLINA ADITIVADA,ATEM' S,5.73
N,30/01/2023,ETANOL,ATEM' S,3.85
N,09/02/2023,DIESEL S10,BRANCA,6.09
N,13/02/2023,GASOLINA,BRANCA,5.1
N,15/02/2023,DIESEL,EQUADOR,6.94
N,30/01/2023,DIESEL S10,RAIZEN,6.22
N,24/02/2023,DIESEL S10,BRANCA,6.75
N,21/02/2023,DIESEL S10,IPIRANGA,6.33
N,30/01/2023,GASOLINA,VIBRA ENERGIA,5.47
N,23/02/2023,GASOLINA ADITIVADA,RAIZEN,5.62
N,21/02/2023,GASOLINA,VIBRA ENERGIA,5.48
N,31/01/2023,DIESEL S10,ATEM' S,6.81
N,15/02/2023,GASOLINA ADITIVADA,EQUADOR,5.59
N,01/02/2023,ETANOL,IPIRANGA,4.99
N,08/02/2023,GASOLINA,EQUADOR,5.45
N,15/02/2023,ETANOL,ATEM' S,3.93
N,14/02/2023,ETANOL,SIMARELLI,4.49
N,16/02/2023,GASOLINA,SABBÁ,4.92
N,14/02/2023,DIESEL,RAIZEN,5.55
N,21/02/2023,DIESEL,ATEM' S,6.27
N,30/01/2023,GASOLINA,BRANCA,5.18
N,13/02/2023,DIESEL S10,BRANCA,6.41
N,13/02/2023,DIESEL,ALESAT,6.06
N,07/02/2023,GASOLINA ADITIVADA,RAIZEN,5.44
N,09/02/2023,GASOLINA,VIBRA ENERGIA,4.93
N,13/02/2023,ETANOL,IPIRANGA,4.21
N,15/02/2023,DIESEL S10,EQUADOR,6.89
N,30/01/2023,ETANOL,VIBRA ENERGIA,4.41
N,08/02/2023,DIESEL S10,VIBRA ENERGIA,6.95
N,13/02/2023,GASOLINA,VIBRA ENERGIA,5.4
N,20/02/2023,ETANOL,ATEM' S,3.91
N,07/02/2023,DIESEL,ALESAT,6.92
N,30/01/2023,DIESEL,ALESAT,6.24
N,23/02/2023,ETANOL,IPIRANGA,4.83
N,23/02/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.39
N,08/02/2023,ETANOL,EQUADOR,3.99
N,24/02/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.9
N,30/01/2023,GASOLINA,RAIZEN,5.54
N,08/02/2023,DIESEL S10,EQUADOR,7.09
N,07/02/2023,ETANOL,IPIRANGA,4.45
N,15/02/2023,DIESEL,VIBRA ENERGIA,6.54
N,30/01/2023,DIESEL,BRANCA,6.41
N,31/01/2023,ETANOL,ATEM' S,3.94
N,06/02/2023,DIESEL,BRANCA,6.55
N,24/02/2023,DIESEL,VIBRA ENERGIA,5.98
N,31/01/2023,GASOLINA,IPIRANGA,5.45
N,23/02/2023,DIESEL S10,SABBÁ,6.37
N,20/02/2023,GASOLINA ADITIVADA,ATEM' S,5.59
N,15/02/2023,DIESEL S10,ALESAT,6.82
N,07/02/2023,GASOLINA,VIBRA ENERGIA,5.46
N,09/02/2023,GASOLINA,SABBÁ,4.99
N,13/02/2023,DIESEL S10,EQUADOR,6.72
N,13/02/2023,GASOLINA ADITIVADA,BRANCA,5.59
N,06/02/2023,GASOLINA ADITIVADA,IPIRANGA,5.62
N,30/01/2023,ETANOL,SABBÁ,4.24
N,09/02/2023,DIESEL,BRANCA,6.45
N,06/02/2023,GASOLINA,IPIRANGA,5.39
N,09/02/2023,ETANOL,VIBRA ENERGIA,4.39
N,07/02/2023,DIESEL S10,RAIZEN,6.0
N,15/02/2023,GASOLINA,IPIRANGA,5.44
N,21/02/2023,DIESEL,IPIRANGA,6.28
N,20/02/2023,DIESEL,SABBÁ,6.39
N,01/02/2023,GASOLINA,VIBRA ENERGIA,5.23
N,06/02/2023,ETANOL,BRANCA,4.33
N,30/01/2023,DIESEL S10,ATEM' S,6.67
N,09/02/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.08
N,08/02/2023,GASOLINA ADITIVADA,EQUADOR,5.59
N,13/02/2023,ETANOL,EQUADOR,4.59
N,21/02/2023,DIESEL S10,BRANCA,6.19
N,09/02/2023,DIESEL S10,EQUADOR,6.1
N,15/02/2023,GASOLINA,SABBÁ,5.43
N,31/01/2023,ETANOL,RAIZEN,4.39
N,07/02/2023,GASOLINA ADITIVADA,ALESAT,5.11
N,07/02/2023,DIESEL S10,EQUADOR,7.21
N,15/02/2023,ETANOL,RAIZEN,4.19
N,15/02/2023,GASOLINA ADITIVADA,RAIZEN,5.49
N,07/02/2023,GASOLINA ADITIVADA,SABBÁ,5.61
N,09/02/2023,DIESEL,VIBRA ENERGIA,6.29
N,20/02/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.38
N,30/01/2023,ETANOL,BRANCA,4.3
N,07/02/2023,GASOLINA ADITIVADA,IPIRANGA,5.5
N,06/02/2023,DIESEL S10,BRANCA,6.57
N,15/02/2023,ETANOL,SABBÁ,4.14
N,23/02/2023,GASOLINA ADITIVADA,BRANCA,5.18
N,23/02/2023,GASOLINA ADITIVADA,ALESAT,5.09
N,01/02/2023,ETANOL,BRANCA,4.48
N,22/02/2023,DIESEL S10,BRANCA,6.4
N,20/02/2023,GASOLINA ADITIVADA,EQUADOR,5.45
N,06/02/2023,ETANOL,SIMARELLI,4.49
N,15/02/2023,ETANOL,VIBRA ENERGIA,4.4
N,13/02/2023,ETANOL,ATEM' S,3.93
N,23/02/2023,ETANOL,BRANCA,4.2
N,20/02/2023,ETANOL,SABBÁ,4.48
N,21/02/2023,DIESEL S10,ATEM' S,6.31
N,30/01/2023,GASOLINA ADITIVADA,IPIRANGA,5.51
N,06/02/2023,DIESEL,EQUADOR,6.62
N,23/02/2023,GASOLINA ADITIVADA,SABBÁ,5.54
N,30/01/2023,GASOLINA,IPIRANGA,5.36
N,08/02/2023,DIESEL,ALESAT,7.0
N,22/02/2023,GASOLINA,IPIRANGA,5.5
N,31/01/2023,DIESEL S10,RAIZEN,6.23
N,09/02/2023,DIESEL,EQUADOR,6.07
N,23/02/2023,ETANOL,SABBÁ,4.54
N,30/01/2023,DIESEL,ATEM' S,6.52
N,14/02/2023,GASOLINA ADITIVADA,BRANCA,5.31
N,20/02/2023,GASOLINA,ATEM' S,5.56
N,08/02/2023,GASOLINA ADITIVADA,SABBÁ,5.29
N,01/02/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.35
N,01/02/2023,GASOLINA,SABBÁ,5.09
N,06/02/2023,GASOLINA,VIBRA ENERGIA,5.49
N,21/02/2023,ETANOL,VIBRA ENERGIA,4.37
N,20/02/2023,DIESEL S10,BRANCA,6.58
N,23/02/2023,DIESEL S10,RAIZEN,5.77
N,09/02/2023,GASOLINA,IPIRANGA,4.98
N,20/02/2023,GASOLINA ADITIVADA,IPIRANGA,5.41
N,24/02/2023,GASOLINA,VIBRA ENERGIA,5.58
N,31/01/2023,GASOLINA,ATEM' S,5.42
N,15/02/2023,GASOLINA,ALESAT,5.16
N,16/02/2023,ETANOL,VIBRA ENERGIA,4.39
N,20/02/2023,GASOLINA,IPIRANGA,5.26
N,24/02/2023,ETANOL,SABBÁ,4.65
N,08/02/2023,ETANOL,IPIRANGA,4.85
N,13/02/2023,DIESEL,VIBRA ENERGIA,6.43
N,15/02/2023,GASOLINA ADITIVADA,IPIRANGA,5.56
N,30/01/2023,ETANOL,ALESAT,4.27
N,06/02/2023,DIESEL,SIMARELLI,6.95
N,06/02/2023,ETANOL,ALESAT,4.27
N,16/02/2023,ETANOL,IPIRANGA,4.29
N,21/02/2023,ETANOL,ATEM' S,3.92
N,06/02/2023,GASOLINA,ALESAT,5.13
N,16/02/2023,GASOLINA,IPIRANGA,4.95
N,13/02/2023,ETANOL,BRANCA,4.29
N,31/01/2023,GASOLINA,RAIZEN,5.12
N,14/02/2023,DIESEL,BRANCA,6.39
N,13/02/2023,DIESEL,IPIRANGA,6.77
N,22/02/2023,GASOLINA,BRANCA,5.31
N,01/02/2023,GASOLINA,IPIRANGA,5.1
N,14/02/2023,ETANOL,RAIZEN,4.39
N,20/02/2023,GASOLINA,EQUADOR,5.39
N,01/02/2023,GASOLINA ADITIVADA,SABBÁ,5.26
N,23/02/2023,DIESEL S10,ATEM' S,6.73
N,22/02/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.49
N,23/02/2023,DIESEL S10,EQUADOR,7.22
N,31/01/2023,DIESEL S10,BRANCA,6.47
N,31/01/2023,GASOLINA,BRANCA,5.16
N,08/02/2023,ETANOL,SABBÁ,3.99
N,20/02/2023,GASOLINA ADITIVADA,BRANCA,5.29
N,07/02/2023,ETANOL,EQUADOR,4.49
N,14/02/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.56
N,13/02/2023,DIESEL,ATEM' S,6.19
N,22/02/2023,DIESEL S10,VIBRA ENERGIA,6.74
N,06/02/2023,GASOLINA,RAIZEN,5.54
N,13/02/2023,DIESEL S10,IPIRANGA,6.72
N,16/02/2023,DIESEL,VIBRA ENERGIA,6.05
N,13/02/2023,DIESEL S10,VIBRA ENERGIA,6.74
N,20/02/2023,DIESEL S10,VIBRA ENERGIA,6.71
N,08/02/2023,DIESEL,SABBÁ,6.93
N,07/02/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.61
N,06/02/2023,GASOLINA ADITIVADA,BRANCA,5.46
N,23/02/2023,ETANOL,RAIZEN,4.69
N,31/01/2023,GASOLINA ADITIVADA,RAIZEN,5.43
N,30/01/2023,DIESEL S10,EQUADOR,6.69
N,06/02/2023,DIESEL S10,VIBRA ENERGIA,6.9
N,07/02/2023,DIESEL,ATEM' S,6.59
N,01/02/2023,GASOLINA,ALESAT,4.87
N,23/02/2023,GASOLINA,BRANCA,4.87
N,20/02/2023,DIESEL S10,EQUADOR,6.21
N,07/02/2023,DIESEL,EQUADOR,6.89
N,15/02/2023,GASOLINA ADITIVADA,BRANCA,5.33
N,31/01/2023,ETANOL,SABBÁ,4.62
N,13/02/2023,GASOLINA ADITIVADA,SABBÁ,5.48
N,16/02/2023,DIESEL,SABBÁ,6.02
N,23/02/2023,GASOLINA ADITIVADA,IPIRANGA,5.31
N,23/02/2023,ETANOL,VIBRA ENERGIA,4.69
N,20/02/2023,DIESEL,IPIRANGA,6.71
N,31/01/2023,DIESEL,IPIRANGA,6.8
N,31/01/2023,GASOLINA ADITIVADA,EQUADOR,5.05
N,06/02/2023,DIESEL,ATEM' S,6.56
N,06/02/2023,ETANOL,EQUADOR,4.59
N,16/02/2023,GASOLINA ADITIVADA,IPIRANGA,5.05
N,16/02/2023,DIESEL S10,SABBÁ,6.07
N,31/01/2023,DIESEL S10,VIBRA ENERGIA,6.76
N,14/02/2023,DIESEL S10,VIBRA ENERGIA,6.65
N,13/02/2023,GASOLINA ADITIVADA,IPIRANGA,5.56
N,30/01/2023,GASOLINA ADITIVADA,ALESAT,5.29
N,24/02/2023,DIESEL S10,IPIRANGA,6.87
N,31/01/2023,ETANOL,BRANCA,4.2
N,13/02/2023,ETANOL,SABBÁ,4.39
N,22/02/2023,DIESEL S10,SABBÁ,6.6
N,23/02/2023,GASOLINA,ATEM' S,5.39
N,21/02/2023,GASOLINA ADITIVADA,ATEM' S,5.59
N,22/02/2023,GASOLINA,VIBRA ENERGIA,5.43
N,30/01/2023,GASOLINA ADITIVADA,EQUADOR,5.64
N,20/02/2023,DIESEL,EQUADOR,6.28
N,31/01/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.49
N,08/02/2023,DIESEL,VIBRA ENERGIA,6.84
N,01/02/2023,DIESEL S10,SABBÁ,7.2
N,06/02/2023,DIESEL,VIBRA ENERGIA,6.74
N,22/02/2023,ETANOL,VIBRA ENERGIA,4.51
N,07/02/2023,ETANOL,ATEM' S,3.92
N,13/02/2023,DIESEL,EQUADOR,6.62
N,21/02/2023,DIESEL,BRANCA,6.17
N,20/02/2023,GASOLINA,SABBÁ,5.09
N,30/01/2023,ETANOL,RAIZEN,4.29
N,31/01/2023,ETANOL,EQUADOR,4.59
N,06/02/2023,ETANOL,ATEM' S,3.92
N,09/02/2023,GASOLINA ADITIVADA,BRANCA,4.99
N,06/02/2023,DIESEL,RAIZEN,6.12
N,24/02/2023,GASOLINA ADITIVADA,IPIRANGA,5.61
N,31/01/2023,DIESEL,VIBRA ENERGIA,6.49
N,09/02/2023,ETANOL,SABBÁ,4.36
N,21/02/2023,DIESEL S10,VIBRA ENERGIA,6.55
N,06/02/2023,GASOLINA,BRANCA,5.18
N,07/02/2023,DIESEL,RAIZEN,6.03
N,02/02/2023,GASOLINA,BRANCA,5.07
N,30/01/2023,ETANOL,EQUADOR,3.99
N,31/01/2023,GASOLINA ADITIVADA,ATEM' S,5.56
N,23/02/2023,DIESEL S10,VIBRA ENERGIA,6.42
N,20/02/2023,DIESEL S10,ATEM' S,6.1
N,14/02/2023,DIESEL S10,IPIRANGA,6.68
N,23/02/2023,ETANOL,ALESAT,4.5
N,06/02/2023,GASOLINA ADITIVADA,SABBÁ,5.37
N,16/02/2023,GASOLINA,BRANCA,4.67
N,08/02/2023,ETANOL,BRANCA,4.67
N,30/01/2023,DIESEL S10,BRANCA,6.59
N,31/01/2023,GASOLINA,EQUADOR,5.27
N,30/01/2023,DIESEL S10,SIMARELLI,6.99
N,08/02/2023,DIESEL S10,IPIRANGA,7.1
N,13/02/2023,ETANOL,VIBRA ENERGIA,4.4
N,13/02/2023,GASOLINA,ATEM' S,5.59
N,21/02/2023,ETANOL,BRANCA,4.22
N,30/01/2023,GASOLINA ADITIVADA,SIMARELLI,5.39
N,02/02/2023,GASOLINA ADITIVADA,BRANCA,5.2
N,08/02/2023,GASOLINA,SABBÁ,5.21
N,09/02/2023,GASOLINA ADITIVADA,SABBÁ,5.2
N,09/02/2023,DIESEL S10,SABBÁ,6.39
N,31/01/2023,DIESEL,EQUADOR,6.5
N,16/02/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,4.99
N,15/02/2023,DIESEL S10,ATEM' S,6.71
N,06/02/2023,DIESEL S10,RAIZEN,6.22
N,23/02/2023,GASOLINA,SABBÁ,5.33
N,30/01/2023,DIESEL,RAIZEN,6.12
N,07/02/2023,DIESEL S10,IPIRANGA,6.77
N,09/02/2023,ETANOL,IPIRANGA,4.39
N,09/02/2023,DIESEL S10,VIBRA ENERGIA,6.34
N,15/02/2023,GASOLINA,EQUADOR,5.59
N,08/02/2023,DIESEL,ATEM' S,7.19
N,08/02/2023,DIESEL S10,ALESAT,7.0
N,23/02/2023,DIESEL S10,BRANCA,6.14
N,06/02/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.63
N,22/02/2023,ETANOL,IPIRANGA,4.69
N,13/02/2023,DIESEL S10,SABBÁ,6.4
N,16/02/2023,ETANOL,SABBÁ,4.29
N,13/02/2023,GASOLINA,ALESAT,5.13
N,13/02/2023,DIESEL,RAIZEN,5.74
N,13/02/2023,ETANOL,ALESAT,4.27
N,30/01/2023,GASOLINA,ATEM' S,5.59
N,14/02/2023,DIESEL S10,BRANCA,6.25
N,31/01/2023,DIESEL,RAIZEN,6.03
N,20/02/2023,DIESEL S10,SABBÁ,6.42
N,30/01/2023,GASOLINA,SABBÁ,5.41
N,30/01/2023,DIESEL,SABBÁ,7.19
N,06/02/2023,GASOLINA,EQUADOR,5.38
N,07/02/2023,GASOLINA,ATEM' S,5.37
N,15/02/2023,ETANOL,IPIRANGA,5.25
N,13/02/2023,GASOLINA,RAIZEN,5.49
N,30/01/2023,GASOLINA ADITIVADA,ATEM' S,5.49
N,14/02/2023,ETANOL,VIBRA ENERGIA,4.63
N,22/02/2023,DIESEL S10,IPIRANGA,6.65
N,23/02/2023,GASOLINA,RAIZEN,5.28
N,14/02/2023,GASOLINA ADITIVADA,SABBÁ,5.24
N,13/02/2023,DIESEL,SABBÁ,6.75
N,23/02/2023,GASOLINA,IPIRANGA,5.15
N,30/01/2023,ETANOL,SIMARELLI,4.49
N,07/02/2023,GASOLINA,IPIRANGA,5.5
N,20/02/2023,GASOLINA,VIBRA ENERGIA,5.32
N,14/02/2023,GASOLINA,BRANCA,5.1
N,07/02/2023,GASOLINA ADITIVADA,BRANCA,5.46
N,07/02/2023,GASOLINA,RAIZEN,5.1
N,21/02/2023,DIESEL,VIBRA ENERGIA,6.39
N,20/02/2023,DIESEL,VIBRA ENERGIA,6.59
N,01/02/2023,DIESEL S10,ALESAT,6.76
N,07/02/2023,DIESEL S10,SABBÁ,6.48
N,06/02/2023,ETANOL,VIBRA ENERGIA,4.43
N,06/02/2023,DIESEL,IPIRANGA,7.13
N,16/02/2023,DIESEL,BRANCA,5.99
N,07/02/2023,DIESEL,SABBÁ,6.69
N,06/02/2023,DIESEL S10,SABBÁ,6.77
N,07/02/2023,ETANOL,SABBÁ,4.4
N,08/02/2023,DIESEL S10,ATEM' S,7.24
N,31/01/2023,DIESEL S10,SABBÁ,6.72
N,31/01/2023,GASOLINA ADITIVADA,IPIRANGA,5.54
N,07/02/2023,DIESEL S10,ATEM' S,6.49
N,15/02/2023,ETANOL,BRANCA,4.24
N,16/02/2023,DIESEL S10,IPIRANGA,6.09
N,23/02/2023,DIESEL S10,IPIRANGA,6.75
N,22/02/2023,DIESEL,BRANCA,6.84
N,24/02/2023,GASOLINA ADITIVADA,BRANCA,5.75
N,08/02/2023,GASOLINA ADITIVADA,IPIRANGA,5.5
N,14/02/2023,DIESEL S10,ATEM' S,6.16
N,13/02/2023,DIESEL,BRANCA,6.31
N,13/02/2023,GASOLINA ADITIVADA,RAIZEN,5.89
N,01/02/2023,DIESEL S10,IPIRANGA,6.94
N,09/02/2023,GASOLINA ADITIVADA,EQUADOR,4.94
N,14/02/2023,DIESEL,ATEM' S,6.19
N,02/02/2023,DIESEL S10,BRANCA,6.87
N,14/02/2023,ETANOL,SABBÁ,5.35
N,21/02/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.56
N,30/01/2023,DIESEL S10,ALESAT,6.45
N,15/02/2023,DIESEL S10,IPIRANGA,7.04
N,01/02/2023,DIESEL S10,VIBRA ENERGIA,7.03
N,21/02/2023,GASOLINA,IPIRANGA,5.47
N,20/02/2023,ETANOL,EQUADOR,3.99
N,07/02/2023,ETANOL,BRANCA,4.21
N,13/02/2023,GASOLINA ADITIVADA,EQUADOR,5.44
N,23/02/2023,GASOLINA,VIBRA ENERGIA,5.12
N,21/02/2023,GASOLINA,BRANCA,5.33
N,08/02/2023,GASOLINA,BRANCA,4.91
N,08/02/2023,DIESEL,EQUADOR,7.46
N,15/02/2023,DIESEL,ATEM' S,6.5
N,14/02/2023,DIESEL S10,SIMARELLI,6.69
N,24/02/2023,DIESEL,BRANCA,6.33
N,31/01/2023,DIESEL S10,EQUADOR,6.86
N,08/02/2023,GASOLINA ADITIVADA,BRANCA,5.09
N,01/02/2023,DIESEL,SABBÁ,6.72
N,06/02/2023,ETANOL,SABBÁ,4.22
N,06/02/2023,ETANOL,RAIZEN,4.29
N,22/02/2023,DIESEL,VIBRA ENERGIA,6.69
N,31/01/2023,ETANOL,VIBRA ENERGIA,4.55
N,07/02/2023,DIESEL,VIBRA ENERGIA,6.68
N,31/01/2023,GASOLINA,SABBÁ,5.22
N,07/02/2023,GASOLINA,EQUADOR,5.47
N,01/02/2023,GASOLINA ADITIVADA,IPIRANGA,5.31
N,31/01/2023,ETANOL,IPIRANGA,4.46
N,31/01/2023,DIESEL,ATEM' S,6.63
N,22/02/2023,GASOLINA,SABBÁ,5.36
N,22/02/2023,GASOLINA ADITIVADA,IPIRANGA,5.63
N,08/02/2023,ETANOL,VIBRA ENERGIA,4.58
N,06/02/2023,GASOLINA ADITIVADA,EQUADOR,5.49
N,15/02/2023,DIESEL S10,VIBRA ENERGIA,6.72
N,07/02/2023,GASOLINA ADITIVADA,ATEM' S,5.39
N,24/02/2023,ETANOL,IPIRANGA,5.1
N,22/02/2023,ETANOL,BRANCA,4.4
N,31/01/2023,GNV,ATEM' S,4.19
N,07/02/2023,ETANOL,RAIZEN,4.19
N,24/02/2023,ETANOL,BRANCA,3.95
N,30/01/2023,DIESEL,VIBRA ENERGIA,6.69
N,07/02/2023,DIESEL S10,ALESAT,6.79
N,15/02/2023,DIESEL,IPIRANGA,6.83
N,15/02/2023,ETANOL,ALESAT,4.5
N,14/02/2023,GASOLINA ADITIVADA,RAIZEN,5.37
N,23/02/2023,GASOLINA,EQUADOR,5.68
N,06/02/2023,DIESEL,SABBÁ,6.7
N,07/02/2023,GASOLINA,BRANCA,5.2
N,09/02/2023,GASOLINA ADITIVADA,IPIRANGA,5.11
N,08/02/2023,GASOLINA,ALESAT,5.4
N,14/02/2023,GASOLINA,SABBÁ,5.11
N,31/01/2023,GASOLINA ADITIVADA,SABBÁ,5.46
N,06/02/2023,GASOLINA ADITIVADA,SIMARELLI,5.29
N,30/01/2023,DIESEL S10,SABBÁ,6.79
N,07/02/2023,DIESEL S10,VIBRA ENERGIA,6.79
N,24/02/2023,GASOLINA,BRANCA,5.05
N,23/02/2023,DIESEL,RAIZEN,5.54
N,01/02/2023,ETANOL,SABBÁ,4.62
N,13/02/2023,GASOLINA,IPIRANGA,5.36
N,13/02/2023,GASOLINA,SABBÁ,5.17
N,30/01/2023,GASOLINA ADITIVADA,RAIZEN,5.8
N,14/02/2023,DIESEL,VIBRA ENERGIA,6.56
N,31/01/2023,GASOLINA,VIBRA ENERGIA,5.36
N,06/02/2023,DIESEL S10,ATEM' S,6.62
N,16/02/2023,DIESEL S10,BRANCA,6.05
N,21/02/2023,GASOLINA ADITIVADA,BRANCA,5.48
N,08/02/2023,GASOLINA,IPIRANGA,5.4
