Regiao - Sigla,Data da Coleta,Produto,Bandeira,Valor de Venda
CO,18/01/2023,ETANOL,RAIZEN,3.83
CO,26/01/2023,GASOLINA ADITIVADA,RAIZEN,5.09
CO,26/01/2023,DIESEL,BRANCA,6.16
CO,03/01/2023,ETANOL,BRANCA,3.82
CO,03/01/2023,ETANOL,VIBRA ENERGIA,3.86
CO,19/01/2023,GASOLINA,ALESAT,4.57
CO,26/01/2023,DIESEL S10,ALESAT,6.35
CO,23/01/2023,DIESEL S10,TAURUS,6.48
CO,05/01/2023,ETANOL,BRANCA,3.92
CO,25/01/2023,GASOLINA,RAIZEN,4.89
CO,11/01/2023,DIESEL,RAIZEN,6.49
CO,05/01/2023,ETANOL,ALESAT,3.79
CO,03/01/2023,DIESEL,RAIZEN,6.37
CO,06/01/2023,ETANOL,VIBRA ENERGIA,3.69
CO,10/01/2023,DIESEL S10,VIBRA ENERGIA,6.79
CO,09/01/2023,DIESEL,IPIRANGA,6.46
CO,12/01/2023,ETANOL,TAURUS,3.69
CO,02/01/2023,GASOLINA ADITIVADA,BRANCA,5.31
CO,12/01/2023,DIESEL S10,ROYAL FIC,6.69
CO,17/01/2023,GASOLINA ADITIVADA,ROYAL FIC,4.66
CO,25/01/2023,DIESEL S10,ALESAT,5.99
CO,19/01/2023,ETANOL,VIBRA ENERGIA,3.82
CO,25/01/2023,DIESEL,RAIZEN,6.19
CO,23/01/2023,GASOLINA ADITIVADA,BRANCA,4.76
CO,05/01/2023,DIESEL,IPIRANGA,6.46
CO,11/01/2023,ETANOL,RAIZEN,3.98
CO,12/01/2023,GASOLINA,ALESAT,4.98
CO,09/01/2023,GASOLINA,IPIRANGA,5.09
CO,19/01/2023,ETANOL,BRANCA,3.59
CO,18/01/2023,GASOLINA ADITIVADA,MASUT DISTRIBUIDORA,4.79
CO,19/01/2023,DIESEL S10,RIO BRANCO,6.09
CO,25/01/2023,GASOLINA ADITIVADA,BRANCA,4.79
CO,02/01/2023,GASOLINA,IDAZA,4.99
CO,12/01/2023,GNV,BRANCA,4.69
CO,17/01/2023,GASOLINA,IPIRANGA,4.9
CO,20/01/2023,DIESEL S10,IPIRANGA,5.87
CO,11/01/2023,ETANOL,TAURUS,3.99
CO,19/01/2023,DIESEL,BRANCA,6.06
CO,23/01/2023,DIESEL,RAIZEN,6.71
CO,05/01/2023,GASOLINA ADITIVADA,BRANCA,5.19
CO,12/01/2023,ETANOL,BRANCA,3.68
CO,25/01/2023,DIESEL S10,RAIZEN,6.3
CO,26/01/2023,ETANOL,RAIZEN,3.55
CO,10/01/2023,ETANOL,VIBRA ENERGIA,3.76
CO,17/01/2023,DIESEL,VIBRA ENERGIA,6.4
CO,23/01/2023,GASOLINA,BRANCA,4.8
CO,16/01/2023,ETANOL,TAURUS,3.99
CO,17/01/2023,DIESEL S10,IPIRANGA,6.58
CO,19/01/2023,ETANOL,RIO BRANCO,3.57
CO,23/01/2023,ETANOL,VIBRA ENERGIA,3.78
CO,26/01/2023,DIESEL,ROYAL FIC,6.39
CO,09/01/2023,DIESEL S10,BRANCA,6.3
CO,02/01/2023,DIESEL S10,BRANCA,6.56
CO,16/01/2023,DIESEL,VIBRA ENERGIA,6.55
CO,05/01/2023,GASOLINA,MASUT DISTRIBUIDORA,4.99
CO,11/01/2023,DIESEL,ALESAT,6.09
CO,04/01/2023,GASOLINA,BRANCA,5.08
CO,12/01/2023,ETANOL,VIBRA ENERGIA,3.76
CO,10/01/2023,GASOLINA,RAIZEN,5.19
CO,25/01/2023,DIESEL S10,BRANCA,6.2
CO,31/01/2023,GASOLINA ADITIVADA,ALESAT,4.75
CO,08/02/2023,DIESEL S10,SIMARELLI,6.45
CO,17/02/2023,GASOLINA,IPIRANGA,5.27
CO,23/02/2023,DIESEL S10,VIBRA ENERGIA,6.26
CO,14/02/2023,GASOLINA,TAURUS,5.07
CO,08/02/2023,DIESEL,RAIZEN,6.14
CO,31/01/2023,DIESEL S10,VIBRA ENERGIA,6.55
CO,30/01/2023,GASOLINA,VIBRA ENERGIA,5.19
CO,07/02/2023,ETANOL,VIBRA ENERGIA,3.66
CO,14/02/2023,GASOLINA,IPIRANGA,4.87
CO,15/02/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.19
CO,06/02/2023,GASOLINA,RAIZEN,5.1
CO,17/02/2023,DIESEL,RAIZEN,5.99
CO,16/02/2023,DIESEL S10,MASUT DISTRIBUIDORA,6.19
CO,09/02/2023,GASOLINA ADITIVADA,ALESAT,4.81
CO,23/02/2023,ETANOL,VIBRA ENERGIA,3.18
CO,30/01/2023,ETANOL,ALESAT,3.62
CO,16/02/2023,DIESEL,MASUT DISTRIBUIDORA,6.09
CO,31/01/2023,ETANOL,ALESAT,3.19
CO,21/02/2023,GASOLINA,RAIZEN,5.05
CO,30/01/2023,ETANOL,RAIZEN,3.88
CO,09/02/2023,ETANOL,BRANCA,3.41
CO,07/02/2023,GASOLINA ADITIVADA,RIO BRANCO,4.97
CO,20/02/2023,DIESEL S10,SIMARELLI,6.45
CO,08/02/2023,GASOLINA ADITIVADA,IPIRANGA,4.99
CO,15/02/2023,DIESEL,BRANCA,5.92
CO,30/01/2023,DIESEL S10,MASUT DISTRIBUIDORA,6.16
CO,09/02/2023,DIESEL,BRANCA,5.88
CO,06/02/2023,DIESEL,BRANCA,6.18
CO,17/02/2023,ETANOL,BRANCA,3.97
CO,20/02/2023,GASOLINA,RAIZEN,4.99
CO,24/01/2023,ETANOL,TAURUS,3.75
CO,08/02/2023,GASOLINA,SIMARELLI,4.96
CO,16/02/2023,GASOLINA,IPIRANGA,4.96
CO,09/02/2023,DIESEL S10,IPIRANGA,6.55
CO,14/02/2023,GASOLINA ADITIVADA,ATEM' S,4.97
CO,21/02/2023,GASOLINA,IPIRANGA,4.96
CO,21/02/2023,DIESEL S10,ROYAL FIC,6.19
CO,23/02/2023,DIESEL,BRANCA,5.9
CO,30/01/2023,ETANOL,VIBRA ENERGIA,4.03
CO,30/01/2023,GASOLINA ADITIVADA,TAURUS,5.17
CO,01/02/2023,DIESEL,BRANCA,6.11
CO,30/01/2023,ETANOL,MASUT DISTRIBUIDORA,3.65
CO,01/02/2023,GASOLINA ADITIVADA,SIMARELLI,4.98
CO,22/02/2023,ETANOL,BRANCA,3.8
CO,31/01/2023,GASOLINA ADITIVADA,MASUT DISTRIBUIDORA,4.99
CO,31/01/2023,DIESEL,BRANCA,6.16
CO,08/02/2023,ETANOL,TAURUS,3.76
CO,07/02/2023,DIESEL S10,RIO BRANCO,5.99
CO,31/01/2023,DIESEL S10,RAIZEN,6.49
CO,02/02/2023,DIESEL,ALESAT,5.94
CO,02/02/2023,ETANOL,BRANCA,3.97
CO,31/01/2023,ETANOL,MASUT DISTRIBUIDORA,3.69
CO,08/02/2023,DIESEL,VIBRA ENERGIA,6.34
CO,15/02/2023,DIESEL S10,BRANCA,6.0
CO,20/02/2023,GASOLINA,IPIRANGA,4.98
CO,30/01/2023,GASOLINA,TAURUS,4.95
CO,01/02/2023,GASOLINA,ATEM' S,4.89
CO,07/02/2023,GASOLINA ADITIVADA,RAIZEN,5.24
CO,08/02/2023,ETANOL,SIMARELLI,3.67
CO,20/02/2023,ETANOL,RAIZEN,3.8
CO,22/02/2023,DIESEL S10,RAIZEN,6.16
CO,23/02/2023,GASOLINA,IPIRANGA,4.97
CO,31/01/2023,GASOLINA,MASUT DISTRIBUIDORA,4.99
CO,21/02/2023,GASOLINA,BRANCA,4.88
CO,01/02/2023,DIESEL,ALESAT,6.04
CO,31/01/2023,GASOLINA ADITIVADA,RAIZEN,5.28
CO,09/02/2023,GASOLINA ADITIVADA,BRANCA,4.74
CO,13/02/2023,GASOLINA ADITIVADA,BRANCA,4.82
CO,31/01/2023,GASOLINA,BRANCA,4.96
CO,01/02/2023,ETANOL,MASUT DISTRIBUIDORA,3.89
CO,08/02/2023,DIESEL S10,VIBRA ENERGIA,6.4
CO,21/02/2023,ETANOL,IPIRANGA,3.9
CO,22/02/2023,DIESEL S10,VIBRA ENERGIA,6.26
CO,08/02/2023,GASOLINA,IPIRANGA,4.9
CO,16/02/2023,GASOLINA ADITIVADA,BRANCA,4.87
CO,20/02/2023,ETANOL,IPIRANGA,3.84
CO,22/02/2023,DIESEL,IPIRANGA,6.02
CO,24/02/2023,ETANOL,BRANCA,3.81
CO,09/02/2023,ETANOL,IPIRANGA,3.72
CO,17/02/2023,GASOLINA ADITIVADA,IPIRANGA,5.27
CO,13/02/2023,DIESEL S10,VIBRA ENERGIA,6.46
CO,21/02/2023,GASOLINA,TAURUS,4.99
CO,08/02/2023,ETANOL,RAIZEN,3.63
CO,01/02/2023,GASOLINA,BRANCA,4.86
CO,14/02/2023,GASOLINA ADITIVADA,TAURUS,5.32
CO,22/02/2023,DIESEL S10,ALESAT,5.99
CO,22/02/2023,DIESEL,ALESAT,5.86
CO,01/02/2023,ETANOL,VIBRA ENERGIA,3.7
CO,13/02/2023,GASOLINA ADITIVADA,TAURUS,4.66
CO,08/02/2023,DIESEL,ATEM' S,6.39
CO,22/02/2023,GASOLINA,ALESAT,5.02
CO,24/02/2023,DIESEL S10,IPIRANGA,5.87
CO,07/02/2023,DIESEL S10,VIBRA ENERGIA,6.41
CO,14/02/2023,GASOLINA,VIBRA ENERGIA,5.11
CO,15/02/2023,DIESEL S10,IPIRANGA,6.43
CO,21/02/2023,GASOLINA ADITIVADA,ROYAL FIC,4.86
CO,30/01/2023,GASOLINA,MASUT DISTRIBUIDORA,4.79
CO,13/02/2023,DIESEL S10,BRANCA,6.17
CO,01/02/2023,DIESEL S10,MASUT DISTRIBUIDORA,6.38
CO,08/02/2023,GASOLINA ADITIVADA,TAURUS,4.99
CO,01/02/2023,ETANOL,RIO BRANCO,3.79
CO,06/02/2023,DIESEL,RAIZEN,6.56
CO,14/02/2023,ETANOL,VIBRA ENERGIA,3.83
CO,20/02/2023,GASOLINA ADITIVADA,RAIZEN,5.26
CO,06/02/2023,DIESEL S10,TAURUS,6.48
CO,17/02/2023,GASOLINA ADITIVADA,BRANCA,5.27
CO,21/02/2023,GASOLINA,ROYAL FIC,4.86
CO,08/02/2023,DIESEL,MASUT DISTRIBUIDORA,6.24
CO,21/02/2023,DIESEL,BRANCA,5.9
CO,21/02/2023,ETANOL,TAURUS,3.87
CO,23/02/2023,ETANOL,RAIZEN,3.29
CO,23/02/2023,GASOLINA,RAIZEN,4.99
CO,07/02/2023,DIESEL,BRANCA,6.11
CO,08/02/2023,DIESEL S10,TAURUS,6.09
CO,14/02/2023,DIESEL S10,TAURUS,6.61
CO,16/02/2023,DIESEL S10,VIBRA ENERGIA,5.83
CO,01/02/2023,DIESEL S10,IPIRANGA,6.32
CO,30/01/2023,GASOLINA ADITIVADA,BRANCA,5.01
CO,13/02/2023,ETANOL,VIBRA ENERGIA,3.6
CO,21/02/2023,DIESEL S10,IPIRANGA,6.33
CO,22/02/2023,DIESEL,VIBRA ENERGIA,6.21
CO,30/01/2023,GASOLINA ADITIVADA,IPIRANGA,5.15
CO,01/02/2023,DIESEL S10,BRANCA,6.22
CO,13/02/2023,DIESEL,VIBRA ENERGIA,6.41
CO,22/02/2023,GASOLINA ADITIVADA,BRANCA,5.13
CO,15/02/2023,GASOLINA,BRANCA,5.0
CO,21/02/2023,DIESEL S10,VIBRA ENERGIA,6.37
CO,02/02/2023,DIESEL,BRANCA,6.27
CO,31/01/2023,DIESEL,MASUT DISTRIBUIDORA,6.39
CO,08/02/2023,ETANOL,ALESAT,3.47
CO,07/02/2023,GASOLINA ADITIVADA,CIAPETRO,4.7
CO,09/02/2023,ETANOL,VIBRA ENERGIA,3.6
CO,14/02/2023,ETANOL,IPIRANGA,3.72
CO,22/02/2023,GASOLINA ADITIVADA,CIAPETRO,4.9
CO,24/02/2023,GASOLINA,IPIRANGA,5.03
CO,13/02/2023,GASOLINA ADITIVADA,RAIZEN,5.19
CO,08/02/2023,GASOLINA,VIBRA ENERGIA,5.01
CO,14/02/2023,DIESEL,CIAPETRO,5.89
CO,01/02/2023,ETANOL,BRANCA,3.59
CO,30/01/2023,DIESEL,MASUT DISTRIBUIDORA,6.06
CO,08/02/2023,GASOLINA ADITIVADA,BRANCA,4.98
CO,09/02/2023,GASOLINA,ALESAT,4.74
CO,15/02/2023,DIESEL S10,MASUT DISTRIBUIDORA,6.03
CO,22/02/2023,ETANOL,IPIRANGA,3.79
CO,22/02/2023,DIESEL S10,CIAPETRO,5.99
CO,16/02/2023,DIESEL S10,IPIRANGA,6.19
CO,21/02/2023,GASOLINA ADITIVADA,TAURUS,5.14
CO,30/01/2023,DIESEL S10,TAURUS,6.48
CO,07/02/2023,GASOLINA ADITIVADA,IPIRANGA,5.1
CO,09/02/2023,DIESEL S10,VIBRA ENERGIA,6.29
CO,24/02/2023,GASOLINA,VIBRA ENERGIA,5.09
CO,22/02/2023,DIESEL,CIAPETRO,5.89
CO,20/02/2023,DIESEL S10,IPIRANGA,6.13
CO,14/02/2023,GASOLINA,CIAPETRO,4.89
CO,20/02/2023,DIESEL S10,BRANCA,6.02
CO,16/02/2023,GASOLINA ADITIVADA,MASUT DISTRIBUIDORA,4.97
CO,14/02/2023,ETANOL,ATEM' S,3.88
CO,20/02/2023,GASOLINA ADITIVADA,BRANCA,4.95
CO,30/01/2023,ETANOL,BRANCA,3.7
CO,06/02/2023,DIESEL,TAURUS,6.37
CO,17/02/2023,GASOLINA,RAIZEN,5.27
CO,07/02/2023,DIESEL S10,CIAPETRO,5.99
CO,21/02/2023,DIESEL,ROYAL FIC,6.09
CO,23/02/2023,GASOLINA ADITIVADA,RAIZEN,5.34
CO,13/02/2023,GASOLINA ADITIVADA,IPIRANGA,5.12
CO,31/01/2023,GASOLINA,RAIZEN,4.96
CO,16/02/2023,DIESEL,VIBRA ENERGIA,5.73
CO,20/02/2023,DIESEL,IPIRANGA,6.14
CO,01/02/2023,ETANOL,IPIRANGA,3.79
CO,01/02/2023,ETANOL,SIMARELLI,3.67
CO,15/02/2023,ETANOL,RAIZEN,3.73
CO,22/02/2023,ETANOL,CIAPETRO,3.69
CO,21/02/2023,DIESEL S10,TAURUS,6.27
CO,15/02/2023,DIESEL,MASUT DISTRIBUIDORA,5.93
CO,31/01/2023,DIESEL S10,IPIRANGA,6.46
CO,01/02/2023,GASOLINA,SIMARELLI,4.96
CO,01/02/2023,GASOLINA,ALESAT,5.08
CO,13/02/2023,GNV,VIBRA ENERGIA,3.54
CO,24/02/2023,DIESEL,BRANCA,5.95
CO,23/02/2023,ETANOL,IPIRANGA,3.17
CO,14/02/2023,GASOLINA ADITIVADA,IPIRANGA,4.94
CO,15/02/2023,GASOLINA,VIBRA ENERGIA,5.09
CO,02/02/2023,DIESEL,RAIZEN,5.93
CO,15/02/2023,GASOLINA ADITIVADA,BRANCA,5.08
CO,30/01/2023,GASOLINA,BRANCA,4.99
CO,20/02/2023,DIESEL S10,VIBRA ENERGIA,6.42
CO,14/02/2023,DIESEL S10,MASUT DISTRIBUIDORA,5.95
CO,22/02/2023,ETANOL,RAIZEN,3.91
CO,30/01/2023,DIESEL S10,BRANCA,6.42
CO,08/02/2023,GASOLINA,ALESAT,4.82
CO,08/02/2023,GNV,BRANCA,3.54
CO,15/02/2023,DIESEL,IPIRANGA,6.19
CO,14/02/2023,DIESEL S10,BRANCA,6.15
CO,06/02/2023,GASOLINA,VIBRA ENERGIA,5.14
CO,20/02/2023,DIESEL,RAIZEN,6.01
CO,20/02/2023,ETANOL,VIBRA ENERGIA,3.67
CO,17/02/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.37
CO,14/02/2023,GASOLINA,MASUT DISTRIBUIDORA,4.79
CO,22/02/2023,GASOLINA,VIBRA ENERGIA,5.06
CO,21/02/2023,ETANOL,BRANCA,3.6
CO,02/02/2023,GASOLINA ADITIVADA,BRANCA,5.47
CO,23/02/2023,DIESEL,VIBRA ENERGIA,5.89
CO,15/02/2023,ETANOL,IPIRANGA,3.97
CO,14/02/2023,DIESEL S10,VIBRA ENERGIA,6.27
CO,01/02/2023,GASOLINA ADITIVADA,BRANCA,4.92
CO,14/02/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.23
CO,16/02/2023,DIESEL,IPIRANGA,6.06
CO,21/02/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.34
CO,24/01/2023,DIESEL S10,TAURUS,6.45
CO,02/02/2023,GASOLINA,RAIZEN,4.78
CO,21/02/2023,DIESEL,VIBRA ENERGIA,6.22
CO,15/02/2023,GASOLINA ADITIVADA,IPIRANGA,5.25
CO,30/01/2023,DIESEL S10,IPIRANGA,6.74
CO,14/02/2023,ETANOL,CIAPETRO,3.69
CO,15/02/2023,GASOLINA,MASUT DISTRIBUIDORA,5.05
CO,14/02/2023,DIESEL,ATEM' S,6.39
CO,22/02/2023,DIESEL S10,IPIRANGA,6.17
CO,07/02/2023,GASOLINA,IPIRANGA,4.94
CO,09/02/2023,DIESEL S10,BRANCA,5.98
CO,21/02/2023,GASOLINA ADITIVADA,BRANCA,4.88
CO,20/02/2023,GASOLINA,SIMARELLI,4.96
CO,17/02/2023,DIESEL S10,IPIRANGA,5.99
CO,08/02/2023,DIESEL S10,MASUT DISTRIBUIDORA,6.34
CO,30/01/2023,GASOLINA ADITIVADA,MASUT DISTRIBUIDORA,4.79
CO,07/02/2023,DIESEL,VIBRA ENERGIA,6.35
CO,09/02/2023,DIESEL,ALESAT,5.99
CO,31/01/2023,DIESEL,TAURUS,6.32
CO,06/02/2023,GASOLINA ADITIVADA,RAIZEN,5.26
CO,08/02/2023,GASOLINA,TAURUS,4.89
CO,06/02/2023,DIESEL S10,RAIZEN,6.65
CO,16/02/2023,DIESEL,BRANCA,5.71
CO,08/02/2023,GASOLINA ADITIVADA,MASUT DISTRIBUIDORA,4.79
CO,14/02/2023,DIESEL,ALESAT,5.87
CO,17/02/2023,DIESEL S10,BRANCA,5.74
CO,01/02/2023,GASOLINA ADITIVADA,IPIRANGA,5.09
CO,02/02/2023,DIESEL S10,RAIZEN,6.17
CO,30/01/2023,GASOLINA,ALESAT,4.92
CO,09/02/2023,GASOLINA,BRANCA,4.66
CO,31/01/2023,GASOLINA,VIBRA ENERGIA,5.13
CO,16/02/2023,GASOLINA,BRANCA,4.88
CO,21/02/2023,DIESEL,TAURUS,6.2
CO,20/02/2023,GNV,VIBRA ENERGIA,3.54
CO,14/02/2023,DIESEL S10,ALESAT,5.97
CO,22/02/2023,GASOLINA,CIAPETRO,4.89
CO,01/02/2023,DIESEL S10,RAIZEN,6.57
CO,08/02/2023,ETANOL,BRANCA,3.6
CO,09/02/2023,ETANOL,ALESAT,3.42
CO,08/02/2023,GASOLINA ADITIVADA,SIMARELLI,4.98
CO,14/02/2023,DIESEL S10,IPIRANGA,6.21
CO,14/02/2023,GASOLINA,ALESAT,4.92
CO,17/02/2023,ETANOL,VIBRA ENERGIA,3.97
CO,08/02/2023,ETANOL,ATEM' S,3.88
CO,13/02/2023,ETANOL,RAIZEN,3.82
CO,09/02/2023,DIESEL,TAURUS,6.32
CO,17/02/2023,GASOLINA ADITIVADA,RAIZEN,5.27
CO,24/02/2023,DIESEL S10,BRANCA,6.02
CO,01/02/2023,GASOLINA,MASUT DISTRIBUIDORA,5.15
CO,08/02/2023,DIESEL S10,ALESAT,6.22
CO,30/01/2023,GASOLINA,IPIRANGA,5.05
CO,02/02/2023,GASOLINA,ALESAT,4.79
CO,06/02/2023,GASOLINA ADITIVADA,IPIRANGA,5.16
CO,08/02/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.09
CO,08/02/2023,DIESEL,IPIRANGA,6.21
CO,07/02/2023,DIESEL,CIAPETRO,5.89
CO,08/02/2023,GASOLINA,MASUT DISTRIBUIDORA,4.88
CO,13/02/2023,DIESEL,IPIRANGA,6.13
CO,21/02/2023,GNV,BRANCA,4.69
CO,31/01/2023,ETANOL,BRANCA,3.58
CO,22/02/2023,GASOLINA,RAIZEN,5.11
CO,06/02/2023,DIESEL S10,VIBRA ENERGIA,6.73
CO,08/02/2023,GASOLINA ADITIVADA,ATEM' S,4.97
CO,14/02/2023,GASOLINA ADITIVADA,RAIZEN,5.27
CO,31/01/2023,GASOLINA,TAURUS,4.93
CO,06/02/2023,DIESEL S10,IPIRANGA,6.53
CO,09/02/2023,ETANOL,RAIZEN,3.43
CO,30/01/2023,GASOLINA,RAIZEN,5.18
CO,30/01/2023,DIESEL,TAURUS,6.4
CO,09/02/2023,DIESEL S10,TAURUS,6.42
CO,21/02/2023,DIESEL,IPIRANGA,6.18
CO,14/02/2023,GASOLINA ADITIVADA,BRANCA,5.01
CO,15/02/2023,GNV,BRANCA,3.54
CO,21/02/2023,DIESEL S10,BRANCA,5.98
CO,23/02/2023,GASOLINA ADITIVADA,BRANCA,4.95
CO,17/02/2023,GASOLINA,VIBRA ENERGIA,5.27
CO,21/02/2023,GASOLINA,VIBRA ENERGIA,5.18
CO,21/02/2023,ETANOL,ROYAL FIC,3.65
CO,30/01/2023,ETANOL,IPIRANGA,3.8
CO,13/02/2023,DIESEL,BRANCA,6.08
CO,08/02/2023,GASOLINA,RAIZEN,4.99
CO,08/02/2023,DIESEL,ALESAT,6.01
CO,13/02/2023,GASOLINA,VIBRA ENERGIA,5.0
CO,07/02/2023,DIESEL S10,RAIZEN,6.48
CO,22/02/2023,GASOLINA ADITIVADA,RAIZEN,5.23
CO,08/02/2023,ETANOL,IPIRANGA,3.7
CO,14/02/2023,DIESEL,VIBRA ENERGIA,6.23
CO,14/02/2023,DIESEL S10,SIMARELLI,6.15
CO,31/01/2023,DIESEL,RAIZEN,6.38
CO,14/02/2023,ETANOL,RAIZEN,3.78
CO,20/02/2023,GASOLINA ADITIVADA,IPIRANGA,5.1
CO,02/02/2023,DIESEL S10,ALESAT,5.99
CO,08/02/2023,DIESEL S10,RAIZEN,6.26
CO,22/02/2023,GASOLINA,BRANCA,5.04
CO,20/02/2023,GASOLINA,VIBRA ENERGIA,5.05
CO,01/02/2023,GASOLINA,RAIZEN,5.02
CO,07/02/2023,GASOLINA ADITIVADA,BRANCA,4.92
CO,15/02/2023,DIESEL S10,RAIZEN,6.1
CO,07/02/2023,ETANOL,RAIZEN,3.82
CO,06/02/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.3
CO,13/02/2023,GASOLINA,IPIRANGA,4.94
CO,31/01/2023,GASOLINA ADITIVADA,TAURUS,4.99
CO,23/02/2023,DIESEL,RAIZEN,5.99
CO,31/01/2023,DIESEL S10,MASUT DISTRIBUIDORA,6.49
CO,15/02/2023,GASOLINA ADITIVADA,RAIZEN,5.24
CO,20/02/2023,DIESEL S10,RAIZEN,6.17
CO,22/02/2023,DIESEL,BRANCA,5.82
CO,24/02/2023,GASOLINA,BRANCA,4.99
CO,31/01/2023,GNV,VIBRA ENERGIA,3.54
CO,30/01/2023,DIESEL,ALESAT,5.99
CO,31/01/2023,DIESEL S10,BRANCA,6.31
CO,14/02/2023,DIESEL,TAURUS,6.31
CO,21/02/2023,ETANOL,RAIZEN,4.01
CO,23/02/2023,DIESEL S10,BRANCA,6.18
CO,08/02/2023,DIESEL,TAURUS,5.99
CO,08/02/2023,DIESEL S10,BRANCA,6.26
CO,30/01/2023,DIESEL,VIBRA ENERGIA,6.61
CO,30/01/2023,DIESEL,BRANCA,6.35
CO,01/02/2023,GNV,BRANCA,3.54
CO,07/02/2023,GASOLINA,BRANCA,4.89
CO,22/02/2023,ETANOL,VIBRA ENERGIA,3.97
CO,21/02/2023,ETANOL,VIBRA ENERGIA,4.01
CO,15/02/2023,DIESEL S10,VIBRA ENERGIA,6.8
CO,16/02/2023,ETANOL,BRANCA,3.79
CO,13/02/2023,DIESEL S10,TAURUS,6.21
CO,13/02/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.17
CO,01/02/2023,ETANOL,ATEM' S,3.88
CO,16/02/2023,GASOLINA,VIBRA ENERGIA,4.79
CO,21/02/2023,GASOLINA ADITIVADA,RAIZEN,5.25
CO,09/02/2023,DIESEL,IPIRANGA,6.43
CO,09/02/2023,GASOLINA,RAIZEN,4.73
CO,09/02/2023,ETANOL,TAURUS,4.28
CO,14/02/2023,ETANOL,ALESAT,3.65
CO,31/01/2023,DIESEL,VIBRA ENERGIA,6.46
CO,02/02/2023,ETANOL,RAIZEN,3.77
CO,31/01/2023,DIESEL S10,TAURUS,6.29
CO,16/02/2023,DIESEL S10,BRANCA,5.83
CO,17/02/2023,GASOLINA,BRANCA,5.27
CO,20/02/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.2
CO,07/02/2023,GASOLINA,RAIZEN,5.08
CO,14/02/2023,GASOLINA,RAIZEN,4.94
CO,14/02/2023,ETANOL,SIMARELLI,3.63
CO,31/01/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.21
CO,13/02/2023,GASOLINA,RAIZEN,5.04
CO,21/02/2023,DIESEL,RAIZEN,6.39
CO,20/02/2023,ETANOL,SIMARELLI,3.67
CO,07/02/2023,DIESEL,RIO BRANCO,5.89
CO,31/01/2023,ETANOL,RAIZEN,3.73
CO,14/02/2023,DIESEL,BRANCA,5.99
CO,20/02/2023,DIESEL,VIBRA ENERGIA,6.26
CO,07/02/2023,DIESEL S10,BRANCA,6.21
CO,21/02/2023,DIESEL S10,RAIZEN,6.17
CO,01/02/2023,GASOLINA,RIO BRANCO,4.99
CO,07/02/2023,DIESEL,IPIRANGA,6.41
CO,08/02/2023,GASOLINA,ATEM' S,4.89
CO,16/02/2023,ETANOL,MASUT DISTRIBUIDORA,3.85
CO,22/02/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.23
CO,14/02/2023,DIESEL S10,RAIZEN,6.16
CO,13/02/2023,GASOLINA,BRANCA,4.87
CO,06/02/2023,ETANOL,RAIZEN,3.88
CO,13/02/2023,ETANOL,IPIRANGA,3.77
CO,20/02/2023,ETANOL,BRANCA,3.7
CO,06/02/2023,DIESEL S10,BRANCA,6.28
CO,07/02/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,4.96
CO,13/02/2023,DIESEL S10,IPIRANGA,6.35
CO,22/02/2023,DIESEL S10,BRANCA,5.94
CO,22/02/2023,ETANOL,ALESAT,3.76
CO,24/02/2023,GASOLINA ADITIVADA,IPIRANGA,5.24
CO,14/02/2023,ETANOL,BRANCA,3.69
CO,13/02/2023,DIESEL,RAIZEN,6.12
CO,01/02/2023,DIESEL,ATEM' S,6.39
CO,08/02/2023,GASOLINA,BRANCA,4.95
CO,09/02/2023,DIESEL,RAIZEN,5.94
CO,23/02/2023,DIESEL S10,RAIZEN,5.99
CO,01/02/2023,GASOLINA ADITIVADA,RAIZEN,5.31
CO,30/01/2023,DIESEL,IPIRANGA,6.53
CO,07/02/2023,GASOLINA,VIBRA ENERGIA,4.97
CO,09/02/2023,GASOLINA ADITIVADA,RAIZEN,4.88
CO,15/02/2023,ETANOL,BRANCA,3.75
CO,24/02/2023,DIESEL,IPIRANGA,5.79
CO,31/01/2023,GASOLINA ADITIVADA,IPIRANGA,5.04
CO,23/02/2023,DIESEL,IPIRANGA,5.99
CO,01/02/2023,GASOLINA ADITIVADA,ATEM' S,4.97
CO,09/02/2023,GASOLINA ADITIVADA,VIBRA ENERGIA,5.31
CO,09/02/2023,GASOLINA,TAURUS,5.52
CO,17/02/2023,ETANOL,RAIZEN,3.97
CO,22/02/2023,DIESEL,RAIZEN,5.97
CO,14/02/2023,DIESEL,IPIRANGA,6.08
CO,13/02/2023,DIESEL,TAURUS,6.11
CO,01/02/2023,DIESEL S10,VIBRA ENERGIA,6.41
CO,31/01/2023,GASOLINA ADITIVADA,BRANCA,4.93
CO,30/01/2023,DIESEL S10,RAIZEN,6.54
