Regiao - Sigla,Estado - Sigla,Municipio,Revenda,CNPJ da Revenda,Nome da Rua,Numero Rua,Complemento,Bairro,Cep,Produto,Data da Coleta,Valor de Venda,Valor de Compra,Unidade de Medida,Bandeira,Data Formatada,Mes,Ano,Data da Carga ETL
SE,MG,LAVRAS,GENTIL COMERCIO DE COMBUSTIVEIS LAVRAS LTDA,13.570.786/0001-24,RUA DOUTOR EVARISTO VILELA DE CARVALHO,5,,CONJ HABITACIONAL AGUA LIMPA,37200-000,ETANOL,05/05/2023,3.77,,R$ / litro,BRANCA,2023-05-05,5,2023,2023-11-23
SE,MG,LAVRAS,GENTIL COMERCIO DE COMBUSTIVEIS LAVRAS LTDA,13.570.786/0001-24,RUA DOUTOR EVARISTO VILELA DE CARVALHO,5,,CONJ HABITACIONAL AGUA LIMPA,37200-000,DIESEL S10,05/05/2023,5.19,,R$ / litro,BRANCA,2023-05-05,5,2023,2023-11-23
SE,MG,LAVRAS,GENTIL COMERCIO DE COMBUSTIVEIS LAVRAS LTDA,13.570.786/0001-24,RUA DOUTOR EVARISTO VILELA DE CARVALHO,5,,CONJ HABITACIONAL AGUA LIMPA,37200-000,GASOLINA,05/05/2023,5.09,,R$ / litro,BRANCA,2023-05-05,5,2023,2023-11-23
N,PA,PARAUAPEBAS,CAETANO & PINHEIRO LTDA,08.274.371/0002-54,RODOVIA PA 160,S/N,LOTE  27                  QUADRA127,CIDADE JARDIM,68515-000,DIESEL S10,05/05/2023,6.66,,R$ / litro,BRANCA,2023-05-05,5,2023,2023-11-23
N,PA,PARAUAPEBAS,CAETANO & PINHEIRO LTDA,08.274.371/0002-54,RODOVIA PA 160,S/N,LOTE  27                  QUADRA127,CIDADE JARDIM,68515-000,DIESEL,05/05/2023,6.65,,R$ / litro,BRANCA,2023-05-05,5,2023,2023-11-23
N,PA,PARAUAPEBAS,CAETANO & PINHEIRO LTDA,08.274.371/0002-54,RODOVIA PA 160,S/N,LOTE  27                  QUADRA127,CIDADE JARDIM,68515-000,GASOLINA ADITIVADA,05/05/2023,6.15,,R$ / litro,BRANCA,2023-05-05,5,2023,2023-11-23
N,PA,PARAUAPEBAS,CAETANO & PINHEIRO LTDA,08.274.371/0002-54,RODOVIA PA 160,S/N,LOTE  27                  QUADRA127,CIDADE JARDIM,68515-000,GASOLINA,05/05/2023,6.05,,R$ / litro,BRANCA,2023-05-05,5,2023,2023-11-23
CO,GO,GOIANIA,POSTO ZE CARIOCA II LTDA,05.568.003/0001-40,AVENIDA ANHANGUERA,10475,QUADRA02                  LOTE  14E,RODOVIARIO,74430-030,ETANOL,05/05/2023,4.19,,R$ / litro,RAIZEN,2023-05-05,5,2023,2023-11-23
CO,GO,GOIANIA,POSTO ZE CARIOCA II LTDA,05.568.003/0001-40,AVENIDA ANHANGUERA,10475,QUADRA02                  LOTE  14E,RODOVIARIO,74430-030,DIESEL,05/05/2023,5.69,,R$ / litro,RAIZEN,2023-05-05,5,2023,2023-11-23
CO,GO,GOIANIA,POSTO ZE CARIOCA II LTDA,05.568.003/0001-40,AVENIDA ANHANGUERA,10475,QUADRA02                  LOTE  14E,RODOVIARIO,74430-030,GASOLINA ADITIVADA,05/05/2023,5.69,,R$ / litro,RAIZEN,2023-05-05,5,2023,2023-11-23
