Regiao - Sigla,Estado - Sigla,Municipio,Revenda,CNPJ da Revenda,Nome da Rua,Numero Rua,Complemento,Bairro,Cep,Produto,Data da Coleta,Valor de Venda,Valor de Compra,Unidade de Medida,Bandeira,Data Formatada,Mes,Ano,Data da Carga ETL
N,AC,CRUZEIRO DO SUL,AMAZONIA COMERCIO DE DERIVADOS DE PETROLEO LTDA,01.492.748/0003-83,AVENIDA COPACABANA,440,,COPACABANA,69980-000,ETANOL,05/04/2023,5.49,,R$ / litro,IPIRANGA,2023-05-04,5,2023,2023-11-23
N,AC,CRUZEIRO DO SUL,AMAZONIA COMERCIO DE DERIVADOS DE PETROLEO LTDA,01.492.748/0003-83,AVENIDA COPACABANA,440,,COPACABANA,69980-000,DIESEL S10,05/04/2023,7.54,,R$ / litro,IPIRANGA,2023-05-04,5,2023,2023-11-23
N,AC,CRUZEIRO DO SUL,AMAZONIA COMERCIO DE DERIVADOS DE PETROLEO LTDA,01.492.748/0003-83,AVENIDA COPACABANA,440,,COPACABANA,69980-000,DIESEL,05/04/2023,7.54,,R$ / litro,IPIRANGA,2023-05-04,5,2023,2023-11-23
N,AC,CRUZEIRO DO SUL,AMAZONIA COMERCIO DE DERIVADOS DE PETROLEO LTDA,01.492.748/0003-83,AVENIDA COPACABANA,440,,COPACABANA,69980-000,GASOLINA ADITIVADA,05/04/2023,6.97,,R$ / litro,IPIRANGA,2023-05-04,5,2023,2023-11-23
N,AC,CRUZEIRO DO SUL,AMAZONIA COMERCIO DE DERIVADOS DE PETROLEO LTDA,01.492.748/0003-83,AVENIDA COPACABANA,440,,COPACABANA,69980-000,GASOLINA,05/04/2023,6.97,,R$ / litro,IPIRANGA,2023-05-04,5,2023,2023-11-23
N,AC,RIO BRANCO,COMDEPE COMERCIO DE DERIVADOS DE PETROLEO LTDA,01.198.443/0001-00,ESTRADA JARBAS PASSARINHO,115,,PLACAS,69900-970,DIESEL S10,05/04/2023,6.65,,R$ / litro,VIBRA ENERGIA,2023-05-04,5,2023,2023-11-23
N,AC,RIO BRANCO,COMDEPE COMERCIO DE DERIVADOS DE PETROLEO LTDA,01.198.443/0001-00,ESTRADA JARBAS PASSARINHO,115,,PLACAS,69900-970,DIESEL,05/04/2023,6.59,,R$ / litro,VIBRA ENERGIA,2023-05-04,5,2023,2023-11-23
N,AC,RIO BRANCO,COMDEPE COMERCIO DE DERIVADOS DE PETROLEO LTDA,01.198.443/0001-00,ESTRADA JARBAS PASSARINHO,115,,PLACAS,69900-970,GASOLINA ADITIVADA,05/04/2023,5.99,,R$ / litro,VIBRA ENERGIA,2023-05-04,5,2023,2023-11-23
N,AC,RIO BRANCO,COMDEPE COMERCIO DE DERIVADOS DE PETROLEO LTDA,01.198.443/0001-00,ESTRADA JARBAS PASSARINHO,115,,PLACAS,69900-970,GASOLINA,05/04/2023,5.99,,R$ / litro,VIBRA ENERGIA,2023-05-04,5,2023,2023-11-23
N,AC,RIO BRANCO,RP COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA.,08.065.008/0001-48,RUA MINAS GERAIS,900,,CENTRO,69909-710,GASOLINA,05/04/2023,5.95,,R$ / litro,SABBÁ,2023-05-04,5,2023,2023-11-23
