Regiao - Sigla,Estado - Sigla,Municipio,Revenda,CNPJ da Revenda,Nome da Rua,Numero Rua,Complemento,Bairro,Cep,Produto,Data da Coleta,Valor de Venda,Valor de Compra,Unidade de Medida,Bandeira,Data Formatada,Mes,Ano,Data da Carga ETL
SE,MG,CAMPO BELO,PETROFILTROS LTDA,20.874.277/0004-01,RUA JOAO MARTINS DINIZ,786,,AEROPORTO,37270-000,ETANOL,11/04/2023,3.87,,R$ / litro,VIBRA ENERGIA,2023-11-04,11,2023,2023-11-23
SE,MG,CAMPO BELO,PETROFILTROS LTDA,20.874.277/0004-01,RUA JOAO MARTINS DINIZ,786,,AEROPORTO,37270-000,GASOLINA,11/04/2023,5.28,,R$ / litro,VIBRA ENERGIA,2023-11-04,11,2023,2023-11-23
SE,MG,ITAUNA,AUTO POSTO EXCALIBUR LTDA.,05.749.673/0001-62,AVENIDA SAO JOAO,4434,,CENTRO,35680-065,ETANOL,11/04/2023,3.87,,R$ / litro,BRANCA,2023-11-04,11,2023,2023-11-23
SE,MG,ITAUNA,AUTO POSTO EXCALIBUR LTDA.,05.749.673/0001-62,AVENIDA SAO JOAO,4434,,CENTRO,35680-065,DIESEL S10,11/04/2023,5.87,,R$ / litro,BRANCA,2023-11-04,11,2023,2023-11-23
SE,MG,ITAUNA,AUTO POSTO EXCALIBUR LTDA.,05.749.673/0001-62,AVENIDA SAO JOAO,4434,,CENTRO,35680-065,GASOLINA,11/04/2023,5.39,,R$ / litro,BRANCA,2023-11-04,11,2023,2023-11-23
SE,MG,MURIAE,MOTA & MELLO COMBUSTIVEL LTDA,07.137.610/0001-80,RUA GIL MOREIRA,9,,BARRA,36884-112,ETANOL,11/04/2023,4.14,,R$ / litro,IPIRANGA,2023-11-04,11,2023,2023-11-23
SE,MG,MURIAE,MOTA & MELLO COMBUSTIVEL LTDA,07.137.610/0001-80,RUA GIL MOREIRA,9,,BARRA,36884-112,DIESEL S10,11/04/2023,5.95,,R$ / litro,IPIRANGA,2023-11-04,11,2023,2023-11-23
SE,MG,MURIAE,MOTA & MELLO COMBUSTIVEL LTDA,07.137.610/0001-80,RUA GIL MOREIRA,9,,BARRA,36884-112,DIESEL,11/04/2023,5.85,,R$ / litro,IPIRANGA,2023-11-04,11,2023,2023-11-23
SE,MG,MURIAE,MOTA & MELLO COMBUSTIVEL LTDA,07.137.610/0001-80,RUA GIL MOREIRA,9,,BARRA,36884-112,GASOLINA ADITIVADA,11/04/2023,5.84,,R$ / litro,IPIRANGA,2023-11-04,11,2023,2023-11-23
SE,MG,MURIAE,MOTA & MELLO COMBUSTIVEL LTDA,07.137.610/0001-80,RUA GIL MOREIRA,9,,BARRA,36884-112,GASOLINA,11/04/2023,5.69,,R$ / litro,IPIRANGA,2023-11-04,11,2023,2023-11-23
