Regiao - Sigla,Estado - Sigla,Municipio,Revenda,CNPJ da Revenda,Nome da Rua,Numero Rua,Complemento,Bairro,Cep,Produto,Data da Coleta,Valor de Venda,Valor de Compra,Unidade de Medida,Bandeira,Data Formatada,Mes,Ano,Data da Carga ETL
NE,AL,ARAPIRACA,COMERCIAL DE COMBUSTIVEIS E LUBRIFICANTES VITAL LTDA.,02.817.655/0001-82,RODOVIA AL 220 - KM 06,S/N,,PLANALTO,57308-000,ETANOL,10/01/2023,4.29,,R$ / litro,VIBRA ENERGIA,2023-10-01,10,2023,2023-11-23
NE,AL,ARAPIRACA,COMERCIAL DE COMBUSTIVEIS E LUBRIFICANTES VITAL LTDA.,02.817.655/0001-82,RODOVIA AL 220 - KM 06,S/N,,PLANALTO,57308-000,DIESEL S10,10/01/2023,6.69,,R$ / litro,VIBRA ENERGIA,2023-10-01,10,2023,2023-11-23
NE,AL,ARAPIRACA,COMERCIAL DE COMBUSTIVEIS E LUBRIFICANTES VITAL LTDA.,02.817.655/0001-82,RODOVIA AL 220 - KM 06,S/N,,PLANALTO,57308-000,GASOLINA ADITIVADA,10/01/2023,5.39,,R$ / litro,VIBRA ENERGIA,2023-10-01,10,2023,2023-11-23
NE,AL,ARAPIRACA,COMERCIAL DE COMBUSTIVEIS E LUBRIFICANTES VITAL LTDA.,02.817.655/0001-82,RODOVIA AL 220 - KM 06,S/N,,PLANALTO,57308-000,GASOLINA,10/01/2023,5.19,,R$ / litro,VIBRA ENERGIA,2023-10-01,10,2023,2023-11-23
NE,AL,ARAPIRACA,AUTO POSTO SAO FRANCISCO LTDA,12.706.529/0001-04,RUA SAO FRANCISCO,274,,CENTRO,57300-080,GASOLINA,10/01/2023,5.19,,R$ / litro,VIBRA ENERGIA,2023-10-01,10,2023,2023-11-23
NE,AL,ARAPIRACA,IBN PINTO E SILVA & CIA LTDA,01.242.690/0001-58,RODOVIA AL-110,678,KM    70,CANAFISTULA,57302-802,ETANOL,10/01/2023,4.19,,R$ / litro,IPIRANGA,2023-10-01,10,2023,2023-11-23
NE,AL,ARAPIRACA,IBN PINTO E SILVA & CIA LTDA,01.242.690/0001-58,RODOVIA AL-110,678,KM    70,CANAFISTULA,57302-802,DIESEL,10/01/2023,6.89,,R$ / litro,IPIRANGA,2023-10-01,10,2023,2023-11-23
NE,AL,ARAPIRACA,IBN PINTO E SILVA & CIA LTDA,01.242.690/0001-58,RODOVIA AL-110,678,KM    70,CANAFISTULA,57302-802,GASOLINA ADITIVADA,10/01/2023,5.39,,R$ / litro,IPIRANGA,2023-10-01,10,2023,2023-11-23
NE,AL,ARAPIRACA,IBN PINTO E SILVA & CIA LTDA,01.242.690/0001-58,RODOVIA AL-110,678,KM    70,CANAFISTULA,57302-802,GASOLINA,10/01/2023,5.19,,R$ / litro,IPIRANGA,2023-10-01,10,2023,2023-11-23
NE,AL,ARAPIRACA,IBN PINTO E SILVA & CIA LTDA,01.242.690/0001-58,RODOVIA AL-110,678,KM    70,CANAFISTULA,57302-802,GNV,10/01/2023,4.69,,R$ / m³,IPIRANGA,2023-10-01,10,2023,2023-11-23
