Regiao - Sigla,Estado - Sigla,Municipio,Revenda,CNPJ da Revenda,Nome da Rua,Numero Rua,Complemento,Bairro,Cep,Produto,Data da Coleta,Valor de Venda,Valor de Compra,Unidade de Medida,Bandeira,Data Formatada,Mes,Ano,Data da Carga ETL
N,AC,RIO BRANCO,CODEPE COMBUSTIVEIS LTDA,08.220.930/0001-62,LOTEAMENTO PORTAL DA AMAZONIA,S/N,"QUADRA 101 LTS 01,02,03,04, 05 E 33",CALAFATE,69905-801,ETANOL,10/05/2023,4.59,,R$ / litro,VIBRA ENERGIA,2023-10-05,10,2023,2023-11-23
N,AC,RIO BRANCO,CODEPE COMBUSTIVEIS LTDA,08.220.930/0001-62,LOTEAMENTO PORTAL DA AMAZONIA,S/N,"QUADRA 101 LTS 01,02,03,04, 05 E 33",CALAFATE,69905-801,DIESEL S10,10/05/2023,6.37,,R$ / litro,VIBRA ENERGIA,2023-10-05,10,2023,2023-11-23
N,AC,RIO BRANCO,CODEPE COMBUSTIVEIS LTDA,08.220.930/0001-62,LOTEAMENTO PORTAL DA AMAZONIA,S/N,"QUADRA 101 LTS 01,02,03,04, 05 E 33",CALAFATE,69905-801,DIESEL,10/05/2023,6.27,,R$ / litro,VIBRA ENERGIA,2023-10-05,10,2023,2023-11-23
N,AC,RIO BRANCO,CODEPE COMBUSTIVEIS LTDA,08.220.930/0001-62,LOTEAMENTO PORTAL DA AMAZONIA,S/N,"QUADRA 101 LTS 01,02,03,04, 05 E 33",CALAFATE,69905-801,GASOLINA ADITIVADA,10/05/2023,6.29,,R$ / litro,VIBRA ENERGIA,2023-10-05,10,2023,2023-11-23
N,AC,RIO BRANCO,CODEPE COMBUSTIVEIS LTDA,08.220.930/0001-62,LOTEAMENTO PORTAL DA AMAZONIA,S/N,"QUADRA 101 LTS 01,02,03,04, 05 E 33",CALAFATE,69905-801,GASOLINA,10/05/2023,6.29,,R$ / litro,VIBRA ENERGIA,2023-10-05,10,2023,2023-11-23
N,AC,RIO BRANCO,COMDEPE COMERCIO DE DERIVADOS DE PETROLEO LTDA,01.198.443/0001-00,ESTRADA JARBAS PASSARINHO,115,,PLACAS,69900-970,DIESEL S10,10/05/2023,6.45,,R$ / litro,VIBRA ENERGIA,2023-10-05,10,2023,2023-11-23
N,AC,RIO BRANCO,COMDEPE COMERCIO DE DERIVADOS DE PETROLEO LTDA,01.198.443/0001-00,ESTRADA JARBAS PASSARINHO,115,,PLACAS,69900-970,DIESEL,10/05/2023,6.39,,R$ / litro,VIBRA ENERGIA,2023-10-05,10,2023,2023-11-23
N,AC,RIO BRANCO,COMDEPE COMERCIO DE DERIVADOS DE PETROLEO LTDA,01.198.443/0001-00,ESTRADA JARBAS PASSARINHO,115,,PLACAS,69900-970,GASOLINA ADITIVADA,10/05/2023,6.35,,R$ / litro,VIBRA ENERGIA,2023-10-05,10,2023,2023-11-23
N,AC,RIO BRANCO,COMDEPE COMERCIO DE DERIVADOS DE PETROLEO LTDA,01.198.443/0001-00,ESTRADA JARBAS PASSARINHO,115,,PLACAS,69900-970,GASOLINA,10/05/2023,6.29,,R$ / litro,VIBRA ENERGIA,2023-10-05,10,2023,2023-11-23
N,AC,RIO BRANCO,RP COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA.,08.065.008/0001-48,RUA MINAS GERAIS,900,,CENTRO,69909-710,GASOLINA,10/05/2023,5.95,,R$ / litro,SABBÁ,2023-10-05,10,2023,2023-11-23
